line_id,invoice_id,product_id,quantity,unit_price,discount_pct,discount_amount,extended_amount,line_total,unit_standard_cost,line_cost,gross_margin
25723,115-20250924-000274,6,1,20.0,0.0,0.0,20.0,20.0,5.06,5.06,14.94
25724,115-20250924-000275,15,2,28.5,0.0,0.0,57.0,57.0,7.62,15.24,41.76
25725,115-20250924-000275,19,1,18.0,0.0,0.0,18.0,18.0,4.54,4.54,13.46
25726,115-20251011-000276,5,1,12.5,0.0,0.0,12.5,12.5,3.12,3.12,9.38
25727,115-20251027-000277,7,1,266.5,0.0,0.0,266.5,266.5,104.91,104.91,161.59
25728,115-20251027-000277,30,3,27.0,0.0,0.0,81.0,81.0,6.81,20.43,60.57
25729,115-20251027-000277,69,1,137.5,0.0,0.0,137.5,137.5,52.46,52.46,85.04
25730,115-20251104-000278,32,1,10.5,0.0,0.0,10.5,10.5,2.68,2.68,7.82
25731,115-20251108-000279,35,1,71.5,0.0,0.0,71.5,71.5,18.52,18.52,52.98
25732,115-20251118-000280,78,2,19.5,0.0,0.0,39.0,39.0,5.3,10.6,28.4
25733,115-20251202-000281,72,1,16.5,0.0,0.0,16.5,16.5,4.26,4.26,12.24
25734,115-20251202-000282,16,2,26.5,0.0,0.0,53.0,53.0,6.83,13.66,39.34
25735,115-20251203-000283,34,1,44.5,0.0,0.0,44.5,44.5,10.89,10.89,33.61
25736,115-20251203-000283,27,2,41.5,0.0,0.0,83.0,83.0,11.13,22.26,60.74
25737,115-20251203-000283,41,2,39.0,0.0,0.0,78.0,78.0,10.2,20.4,57.6
25738,115-20251203-000284,63,2,11.5,0.0,0.0,23.0,23.0,2.85,5.7,17.3
25739,115-20251206-000285,32,1,11.0,0.0,0.0,11.0,11.0,2.68,2.68,8.32
25740,115-20251209-000286,27,1,41.5,0.0,0.0,41.5,41.5,11.13,11.13,30.37
25741,115-20251209-000286,14,1,27.0,0.0,0.0,27.0,27.0,7.18,7.18,19.82
25742,115-20251225-000287,76,1,42.0,0.0,0.0,42.0,42.0,10.59,10.59,31.41
25743,115-20251225-000288,73,2,11.0,0.0,0.0,22.0,22.0,2.73,5.46,16.54
25744,115-20251225-000288,92,1,184.5,0.0,0.0,184.5,184.5,66.6,66.6,117.9
25745,115-20251227-000289,17,4,11.0,0.2,8.8,44.0,35.2,2.87,11.48,23.72
25746,115-20251228-000290,7,1,267.5,0.2,53.5,267.5,214.0,104.91,104.91,109.09
25747,115-20251228-000290,94,1,28.5,0.2,5.7,28.5,22.8,7.19,7.19,15.61
25748,115-20251228-000290,90,6,24.5,0.2,29.4,147.0,117.6,6.01,36.06,81.54
25749,115-20251228-000290,24,4,12.0,0.2,9.6,48.0,38.4,3.03,12.12,26.28
25750,115-20251228-000290,92,1,184.5,0.2,36.9,184.5,147.6,66.6,66.6,81.0
25751,115-20251230-000291,24,1,12.0,0.2,2.4,12.0,9.6,3.03,3.03,6.57
25752,116-20181129-000001,7,1,217.0,0.3,65.1,217.0,151.9,104.91,104.91,46.99
25753,116-20181129-000001,80,1,31.5,0.3,9.45,31.5,22.05,9.46,9.46,12.59
25754,116-20181204-000002,62,1,19.5,0.0,0.0,19.5,19.5,6.38,6.38,13.12
25755,116-20181209-000003,5,1,10.0,0.0,0.0,10.0,10.0,3.12,3.12,6.88
25756,116-20181214-000004,7,1,217.5,0.0,0.0,217.5,217.5,104.91,104.91,112.59
25757,116-20181214-000004,42,2,15.0,0.0,0.0,30.0,30.0,4.58,9.16,20.84
25758,116-20190123-000005,7,1,218.0,0.2689,58.62,218.0,159.38,104.91,104.91,54.47
25759,116-20190123-000005,63,1,9.5,0.2689,2.55,9.5,6.95,2.85,2.85,4.1
25760,116-20190328-000006,94,4,23.0,0.0,0.0,92.0,92.0,7.19,28.76,63.24
25761,116-20190328-000006,72,3,13.5,0.0,0.0,40.5,40.5,4.26,12.78,27.72
25762,116-20190518-000007,77,1,11.0,0.0,0.0,11.0,11.0,3.3,3.3,7.7
25763,116-20190608-000008,82,4,36.5,0.0,0.0,146.0,146.0,11.05,44.2,101.8
25764,116-20190706-000009,44,2,19.5,0.0,0.0,39.0,39.0,6.35,12.7,26.3
25765,116-20190728-000010,14,1,22.5,0.0,0.0,22.5,22.5,7.18,7.18,15.32
25766,116-20190810-000011,73,1,9.0,0.0,0.0,9.0,9.0,2.73,2.73,6.27
25767,116-20190919-000012,35,1,59.5,0.0898,5.34,59.5,54.16,18.52,18.52,35.64
25768,116-20190919-000012,33,3,9.0,0.0898,2.42,27.0,24.58,2.68,8.04,16.54
25769,116-20191002-000013,82,1,37.0,0.0,0.0,37.0,37.0,11.05,11.05,25.95
25770,116-20200119-000014,35,6,60.0,0.2238,80.57,360.0,279.43,18.52,111.12,168.31
25771,116-20200119-000014,6,2,17.0,0.2238,7.61,34.0,26.39,5.06,10.12,16.27
25772,116-20200119-000014,10,4,14.0,0.2238,12.53,56.0,43.47,4.22,16.88,26.59
25773,116-20200203-000015,8,1,35.5,0.0,0.0,35.5,35.5,11.22,11.22,24.28
25774,116-20200210-000016,6,1,17.0,0.0,0.0,17.0,17.0,5.06,5.06,11.94
25775,116-20200414-000017,48,3,72.0,0.0,0.0,216.0,216.0,20.8,62.4,153.6
25776,116-20200415-000018,94,3,24.0,0.0,0.0,72.0,72.0,7.19,21.57,50.43
25777,116-20200415-000018,94,1,24.0,0.0,0.0,24.0,24.0,7.19,7.19,16.81
25778,116-20200502-000019,97,1,734.5,0.0,0.0,734.5,734.5,338.37,338.37,396.13
25779,116-20200502-000019,17,1,9.0,0.0,0.0,9.0,9.0,2.87,2.87,6.13
25780,116-20200502-000019,86,3,15.5,0.0,0.0,46.5,46.5,4.87,14.61,31.89
25781,116-20200528-000020,8,4,36.0,0.0,0.0,144.0,144.0,11.22,44.88,99.12
25782,116-20200528-000020,52,1,116.0,0.0,0.0,116.0,116.0,50.21,50.21,65.79
25783,116-20200803-000021,64,6,11.0,0.0,0.0,66.0,66.0,3.2,19.2,46.8
25784,116-20200916-000022,77,2,11.0,0.0951,2.09,22.0,19.91,3.3,6.6,13.31
25785,116-20200916-000022,46,3,19.0,0.0951,5.42,57.0,51.58,5.86,17.58,34.0
25786,116-20200917-000023,83,3,15.5,0.0951,4.42,46.5,42.08,4.66,13.98,28.1
25787,116-20201005-000024,11,1,18.5,0.0,0.0,18.5,18.5,5.38,5.38,13.12
25788,116-20201104-000025,2,1,8.5,0.0,0.0,8.5,8.5,2.62,2.62,5.88
25789,116-20201104-000025,39,2,67.0,0.0,0.0,134.0,134.0,19.6,39.2,94.8
25790,116-20201113-000026,44,4,20.5,0.0,0.0,82.0,82.0,6.35,25.4,56.6
25791,116-20201113-000026,26,1,34.0,0.0,0.0,34.0,34.0,10.07,10.07,23.93
25792,116-20201113-000026,18,2,18.0,0.0,0.0,36.0,36.0,5.47,10.94,25.06
25793,116-20201117-000027,41,2,34.0,0.0,0.0,68.0,68.0,10.2,20.4,47.6
25794,116-20201127-000028,35,1,61.5,0.3,18.45,61.5,43.05,18.52,18.52,24.53
25795,116-20201127-000028,93,1,22.0,0.3,6.6,22.0,15.4,6.36,6.36,9.04
25796,116-20201226-000029,31,1,18.5,0.2,3.7,18.5,14.8,5.63,5.63,9.17
25797,116-20201228-000030,93,2,22.0,0.2,8.8,44.0,35.2,6.36,12.72,22.48
25798,116-20201228-000030,83,1,15.5,0.2,3.1,15.5,12.4,4.66,4.66,7.74
25799,116-20201230-000031,32,2,9.5,0.2,3.8,19.0,15.2,2.68,5.36,9.84
25800,116-20201230-000031,48,1,73.5,0.2,14.7,73.5,58.8,20.8,20.8,38.0
25801,116-20210118-000032,10,2,14.5,0.0,0.0,29.0,29.0,4.22,8.44,20.56
25802,116-20210402-000033,66,3,18.0,0.0,0.0,54.0,54.0,5.27,15.81,38.19
25803,116-20210515-000034,77,1,11.5,0.0,0.0,11.5,11.5,3.3,3.3,8.2
25804,116-20210522-000035,17,2,9.5,0.0,0.0,19.0,19.0,2.87,5.74,13.26
25805,116-20210522-000035,83,3,16.0,0.0,0.0,48.0,48.0,4.66,13.98,34.02
25806,116-20210522-000035,71,1,33.5,0.0,0.0,33.5,33.5,9.9,9.9,23.6
25807,116-20210604-000036,90,2,21.5,0.0,0.0,43.0,43.0,6.01,12.02,30.98
25808,116-20210609-000037,30,1,24.0,0.0,0.0,24.0,24.0,6.81,6.81,17.19
25809,116-20210613-000038,86,1,16.0,0.0,0.0,16.0,16.0,4.87,4.87,11.13
25810,116-20210618-000039,26,2,35.0,0.198,13.86,70.0,56.14,10.07,20.14,36.0
25811,116-20210618-000039,93,1,22.5,0.198,4.46,22.5,18.04,6.36,6.36,11.68
25812,116-20210618-000039,13,3,23.5,0.198,13.96,70.5,56.54,6.79,20.37,36.17
25813,116-20210712-000040,57,3,59.0,0.0,0.0,177.0,177.0,17.82,53.46,123.54
25814,116-20210712-000040,63,1,10.0,0.0,0.0,10.0,10.0,2.85,2.85,7.15
25815,116-20210712-000040,3,1,35.0,0.0,0.0,35.0,35.0,9.91,9.91,25.09
25816,116-20210730-000041,16,4,23.5,0.0,0.0,94.0,94.0,6.83,27.32,66.68
25817,116-20210821-000042,97,1,763.0,0.0,0.0,763.0,763.0,338.37,338.37,424.63
25818,116-20210821-000042,72,1,14.5,0.0,0.0,14.5,14.5,4.26,4.26,10.24
25819,116-20210821-000042,29,2,68.0,0.0,0.0,136.0,136.0,20.75,41.5,94.5
25820,116-20210821-000042,56,1,30.5,0.0,0.0,30.5,30.5,13.21,13.21,17.29
25821,116-20211108-000043,90,6,21.5,0.0,0.0,129.0,129.0,6.01,36.06,92.94
25822,116-20211108-000043,52,1,121.0,0.0,0.0,121.0,121.0,50.21,50.21,70.79
25823,116-20211127-000044,96,1,34.0,0.3,10.2,34.0,23.8,9.34,9.34,14.46
25824,116-20211208-000045,72,1,14.5,0.0,0.0,14.5,14.5,4.26,4.26,10.24
25825,116-20211210-000046,55,1,9.5,0.0,0.0,9.5,9.5,2.68,2.68,6.82
25826,116-20211216-000047,97,1,770.5,0.0,0.0,770.5,770.5,338.37,338.37,432.13
25827,116-20211216-000047,37,2,35.5,0.0,0.0,71.0,71.0,10.06,20.12,50.88
25828,116-20211229-000048,20,1,75.5,0.2,15.1,75.5,60.4,22.52,22.52,37.88
25829,116-20211229-000048,58,1,24.0,0.2,4.8,24.0,19.2,6.51,6.51,12.69
25830,116-20211229-000048,23,6,17.5,0.2,21.0,105.0,84.0,5.32,31.92,52.08
25831,116-20220205-000049,97,1,773.5,0.0,0.0,773.5,773.5,338.37,338.37,435.13
25832,116-20220205-000049,86,2,16.5,0.0,0.0,33.0,33.0,4.87,9.74,23.26
25833,116-20220205-000049,80,1,34.5,0.0,0.0,34.5,34.5,9.46,9.46,25.04
25834,116-20220308-000050,95,1,70.0,0.0,0.0,70.0,70.0,20.66,20.66,49.34
25835,116-20220401-R000050,95,-1,70.0,0.0,-0.0,-70.0,-70.0,20.66,-20.66,-49.34
25836,116-20220401-000051,31,2,19.5,0.1278,4.98,39.0,34.02,5.63,11.26,22.76
25837,116-20220512-000052,58,2,24.0,0.0,0.0,48.0,48.0,6.51,13.02,34.98
25838,116-20220513-000053,93,1,23.0,0.0,0.0,23.0,23.0,6.36,6.36,16.64
25839,116-20220602-000054,41,1,35.5,0.0,0.0,35.5,35.5,10.2,10.2,25.3
25840,116-20220602-000054,41,1,35.5,0.0,0.0,35.5,35.5,10.2,10.2,25.3
25841,116-20220602-000054,67,2,10.5,0.0,0.0,21.0,21.0,3.12,6.24,14.76
25842,116-20220605-000055,42,4,16.5,0.0,0.0,66.0,66.0,4.58,18.32,47.68
25843,116-20220605-000055,25,4,83.5,0.0,0.0,334.0,334.0,23.17,92.68,241.32
25844,116-20220605-000055,18,3,18.5,0.0,0.0,55.5,55.5,5.47,16.41,39.09
25845,116-20220606-000056,97,1,781.0,0.0,0.0,781.0,781.0,338.37,338.37,442.63
25846,116-20220606-000056,8,1,38.5,0.0,0.0,38.5,38.5,11.22,11.22,27.28
25847,116-20220609-000057,84,1,37.5,0.0,0.0,37.5,37.5,10.75,10.75,26.75
25848,116-20220803-000058,11,2,19.5,0.0,0.0,39.0,39.0,5.38,10.76,28.24
25849,116-20220803-000058,3,1,36.0,0.0,0.0,36.0,36.0,9.91,9.91,26.09
25850,116-20220804-000059,10,2,15.0,0.0,0.0,30.0,30.0,4.22,8.44,21.56
25851,116-20220804-000059,64,2,11.5,0.0,0.0,23.0,23.0,3.2,6.4,16.6
25852,116-20220804-000059,25,1,84.0,0.0,0.0,84.0,84.0,23.17,23.17,60.83
25853,116-20220904-000060,5,1,11.0,0.0,0.0,11.0,11.0,3.12,3.12,7.88
25854,116-20220907-000061,19,3,16.0,0.0,0.0,48.0,48.0,4.54,13.62,34.38
25855,116-20220913-000062,78,1,17.5,0.0,0.0,17.5,17.5,5.3,5.3,12.2
25856,116-20220919-000063,29,1,70.5,0.107,7.54,70.5,62.96,20.75,20.75,42.21
25857,116-20220919-000063,79,2,12.5,0.107,2.67,25.0,22.33,3.52,7.04,15.29
25858,116-20220919-000063,71,1,34.5,0.107,3.69,34.5,30.81,9.9,9.9,20.91
25859,116-20220919-000063,73,2,10.0,0.107,2.14,20.0,17.86,2.73,5.46,12.4
25860,116-20221005-000064,63,1,10.5,0.0,0.0,10.5,10.5,2.85,2.85,7.65
25861,116-20221006-000065,71,1,34.5,0.0,0.0,34.5,34.5,9.9,9.9,24.6
25862,116-20221114-000066,35,2,65.5,0.0,0.0,131.0,131.0,18.52,37.04,93.96
25863,116-20221114-000066,34,1,40.5,0.0,0.0,40.5,40.5,10.89,10.89,29.61
25864,116-20221124-000067,15,1,26.0,0.3,7.8,26.0,18.2,7.62,7.62,10.58
25865,116-20221126-000068,97,1,792.0,0.3,237.6,792.0,554.4,338.37,338.37,216.03
25866,116-20221126-000068,63,2,10.5,0.3,6.3,21.0,14.7,2.85,5.7,9.0
25867,116-20221207-000069,15,1,26.0,0.0,0.0,26.0,26.0,7.62,7.62,18.38
25868,116-20230105-R000069,15,-1,26.0,0.0,-0.0,-26.0,-26.0,7.62,-7.62,-18.38
25869,116-20221209-000070,86,1,17.0,0.0,0.0,17.0,17.0,4.87,4.87,12.13
25870,116-20221210-000071,76,2,38.5,0.0,0.0,77.0,77.0,10.59,21.18,55.82
25871,116-20221210-000071,31,2,19.5,0.0,0.0,39.0,39.0,5.63,11.26,27.74
25872,116-20221210-000071,42,2,17.0,0.0,0.0,34.0,34.0,4.58,9.16,24.84
25873,116-20221228-000072,57,1,61.5,0.2,12.3,61.5,49.2,17.82,17.82,31.38
25874,116-20221228-000072,50,2,69.5,0.2,27.8,139.0,111.2,19.99,39.98,71.22
25875,116-20230108-000073,27,1,38.0,0.0,0.0,38.0,38.0,11.13,11.13,26.87
25876,116-20230129-000074,22,1,28.5,0.2145,6.11,28.5,22.39,7.72,7.72,14.67
25877,116-20230216-000075,3,2,36.5,0.0,0.0,73.0,73.0,9.91,19.82,53.18
25878,116-20230216-000075,81,1,16.5,0.0,0.0,16.5,16.5,4.49,4.49,12.01
25879,116-20230305-000076,29,1,71.0,0.0,0.0,71.0,71.0,20.75,20.75,50.25
25880,116-20230305-000076,96,1,35.5,0.0,0.0,35.5,35.5,9.34,9.34,26.16
25881,116-20230310-000077,2,2,9.5,0.0,0.0,19.0,19.0,2.62,5.24,13.76
25882,116-20230310-000077,15,2,26.5,0.0,0.0,53.0,53.0,7.62,15.24,37.76
25883,116-20230310-000077,87,1,25.0,0.0,0.0,25.0,25.0,7.17,7.17,17.83
25884,116-20230426-000078,29,1,71.5,0.0,0.0,71.5,71.5,20.75,20.75,50.75
25885,116-20230426-000078,1,6,77.0,0.0,0.0,462.0,462.0,22.3,133.8,328.2
25886,116-20230520-000079,10,2,15.5,0.0,0.0,31.0,31.0,4.22,8.44,22.56
25887,116-20230714-000080,57,3,62.5,0.0,0.0,187.5,187.5,17.82,53.46,134.04
25888,116-20230714-000080,83,1,17.0,0.0,0.0,17.0,17.0,4.66,4.66,12.34
25889,116-20230727-000081,6,1,19.0,0.0,0.0,19.0,19.0,5.06,5.06,13.94
25890,116-20230727-000081,89,4,79.0,0.0,0.0,316.0,316.0,22.14,88.56,227.44
25891,116-20230910-000082,58,1,25.0,0.0,0.0,25.0,25.0,6.51,6.51,18.49
25892,116-20230930-000083,90,6,23.0,0.1122,15.48,138.0,122.52,6.01,36.06,86.46
25893,116-20230930-000083,76,6,39.5,0.1122,26.59,237.0,210.41,10.59,63.54,146.87
25894,116-20231001-000084,94,1,26.5,0.0,0.0,26.5,26.5,7.19,7.19,19.31
25895,116-20231001-000084,27,2,39.0,0.0,0.0,78.0,78.0,11.13,22.26,55.74
25896,116-20231001-000084,3,4,37.0,0.0,0.0,148.0,148.0,9.91,39.64,108.36
25897,116-20231006-000085,25,1,87.0,0.0,0.0,87.0,87.0,23.17,23.17,63.83
25898,116-20231106-000086,95,1,73.5,0.0,0.0,73.5,73.5,20.66,20.66,52.84
25899,116-20231127-000087,5,1,11.5,0.3,3.45,11.5,8.05,3.12,3.12,4.93
25900,116-20231127-000087,10,2,15.5,0.3,9.3,31.0,21.7,4.22,8.44,13.26
25901,116-20231204-000088,63,3,11.0,0.0,0.0,33.0,33.0,2.85,8.55,24.45
25902,116-20231210-000089,14,1,25.5,0.0,0.0,25.5,25.5,7.18,7.18,18.32
25903,116-20231223-000090,24,2,11.5,0.0,0.0,23.0,23.0,3.03,6.06,16.94
25904,116-20231223-000090,47,2,54.5,0.0,0.0,109.0,109.0,18.58,37.16,71.84
25905,116-20231229-000091,7,1,252.5,0.2,50.5,252.5,202.0,104.91,104.91,97.09
25906,116-20231229-000091,74,1,69.5,0.2,13.9,69.5,55.6,18.76,18.76,36.84
25907,116-20231230-000092,78,1,18.5,0.2,3.7,18.5,14.8,5.3,5.3,9.5
25908,116-20240108-R000092,78,-1,18.5,0.2,-3.7,-18.5,-14.8,5.3,-5.3,-9.5
25909,116-20240104-000093,66,2,19.5,0.0,0.0,39.0,39.0,5.27,10.54,28.46
25910,116-20240104-000093,31,1,20.5,0.0,0.0,20.5,20.5,5.63,5.63,14.87
25911,116-20240119-000094,13,2,25.0,0.2838,14.19,50.0,35.81,6.79,13.58,22.23
25912,116-20240302-000095,57,1,63.5,0.0,0.0,63.5,63.5,17.82,17.82,45.68
25913,116-20240303-000096,97,1,822.5,0.0,0.0,822.5,822.5,338.37,338.37,484.13
25914,116-20240303-000096,72,1,15.5,0.0,0.0,15.5,15.5,4.26,4.26,11.24
25915,116-20240315-000097,14,2,25.5,0.0,0.0,51.0,51.0,7.18,14.36,36.64
25916,116-20240321-000098,7,1,254.0,0.1665,42.29,254.0,211.71,104.91,104.91,106.8
25917,116-20240321-000098,18,1,19.5,0.1665,3.25,19.5,16.25,5.47,5.47,10.78
25918,116-20240408-000099,55,1,10.5,0.0,0.0,10.5,10.5,2.68,2.68,7.82
25919,116-20240505-R000099,55,-1,10.5,0.0,-0.0,-10.5,-10.5,2.68,-2.68,-7.82
25920,116-20240410-000100,27,4,39.5,0.0,0.0,158.0,158.0,11.13,44.52,113.48
25921,116-20240410-000100,54,4,73.0,0.0,0.0,292.0,292.0,19.49,77.96,214.04
25922,116-20240410-000100,75,6,10.0,0.0,0.0,60.0,60.0,2.58,15.48,44.52
25923,116-20240410-000100,47,1,55.0,0.0,0.0,55.0,55.0,18.58,18.58,36.42
25924,116-20240425-000101,64,1,12.5,0.0,0.0,12.5,12.5,3.2,3.2,9.3
25925,116-20240608-000102,7,1,255.5,0.1927,49.23,255.5,206.27,104.91,104.91,101.36
25926,116-20240608-000102,66,1,19.5,0.1927,3.76,19.5,15.74,5.27,5.27,10.47
25927,116-20240608-000102,26,1,38.0,0.1927,7.32,38.0,30.68,10.07,10.07,20.61
25928,116-20240608-000102,6,2,19.5,0.1927,7.52,39.0,31.48,5.06,10.12,21.36
25929,116-20240805-000103,10,6,16.0,0.0,0.0,96.0,96.0,4.22,25.32,70.68
25930,116-20240805-000103,96,2,37.0,0.0,0.0,74.0,74.0,9.34,18.68,55.32
25931,116-20240820-000104,7,1,257.0,0.0,0.0,257.0,257.0,104.91,104.91,152.09
25932,116-20240903-000105,97,1,835.0,0.0,0.0,835.0,835.0,338.37,338.37,496.63
25933,116-20240916-000106,6,1,19.5,0.0951,1.85,19.5,17.65,5.06,5.06,12.59
25934,116-20240916-000106,1,3,80.0,0.0951,22.82,240.0,217.18,22.3,66.9,150.28
25935,116-20240916-000106,88,1,54.5,0.0951,5.18,54.5,49.32,18.99,18.99,30.33
25936,116-20241115-000107,36,1,24.0,0.0,0.0,24.0,24.0,6.76,6.76,17.24
25937,116-20241125-000108,7,1,259.0,0.3,77.7,259.0,181.3,104.91,104.91,76.39
25938,116-20241125-000108,53,1,10.5,0.3,3.15,10.5,7.35,2.82,2.82,4.53
25939,116-20241129-000109,1,1,80.5,0.3,24.15,80.5,56.35,22.3,22.3,34.05
25940,116-20241129-000109,5,1,12.0,0.3,3.6,12.0,8.4,3.12,3.12,5.28
25941,116-20241130-000110,31,1,21.0,0.3,6.3,21.0,14.7,5.63,5.63,9.07
25942,116-20241130-000110,17,2,10.5,0.3,6.3,21.0,14.7,2.87,5.74,8.96
25943,116-20241214-000111,64,2,12.5,0.0,0.0,25.0,25.0,3.2,6.4,18.6
25944,116-20241221-000112,1,1,81.0,0.0,0.0,81.0,81.0,22.3,22.3,58.7
25945,116-20241221-000112,23,3,19.0,0.0,0.0,57.0,57.0,5.32,15.96,41.04
25946,116-20241221-000112,47,2,56.0,0.0,0.0,112.0,112.0,18.58,37.16,74.84
25947,116-20241222-000113,68,1,38.0,0.0,0.0,38.0,38.0,10.32,10.32,27.68
25948,116-20241223-000114,41,3,38.0,0.0,0.0,114.0,114.0,10.2,30.6,83.4
25949,116-20250108-000115,6,1,20.0,0.0,0.0,20.0,20.0,5.06,5.06,14.94
25950,116-20250305-000116,21,1,10.0,0.0,0.0,10.0,10.0,2.56,2.56,7.44
25951,116-20250321-R000116,21,-1,10.0,0.0,-0.0,-10.0,-10.0,2.56,-2.56,-7.44
25952,116-20250306-000117,89,2,82.5,0.0,0.0,165.0,165.0,22.14,44.28,120.72
25953,116-20250306-000117,92,1,180.0,0.0,0.0,180.0,180.0,66.6,66.6,113.4
25954,116-20250310-000118,68,4,38.5,0.0,0.0,154.0,154.0,10.32,41.28,112.72
25955,116-20250319-000119,75,3,10.0,0.1312,3.94,30.0,26.06,2.58,7.74,18.32
25956,116-20250319-000119,10,1,16.0,0.1312,2.1,16.0,13.9,4.22,4.22,9.68
25957,116-20250425-000120,84,1,41.0,0.0,0.0,41.0,41.0,10.75,10.75,30.25
25958,116-20250705-000121,5,2,12.0,0.0,0.0,24.0,24.0,3.12,6.24,17.76
25959,116-20250705-000121,15,4,28.5,0.0,0.0,114.0,114.0,7.62,30.48,83.52
25960,116-20250808-000122,66,4,20.5,0.0,0.0,82.0,82.0,5.27,21.08,60.92
25961,116-20250808-000122,32,3,10.5,0.0,0.0,31.5,31.5,2.68,8.04,23.46
25962,116-20250823-000123,87,3,27.0,0.0,0.0,81.0,81.0,7.17,21.51,59.49
25963,116-20250909-000124,18,1,20.5,0.0,0.0,20.5,20.5,5.47,5.47,15.03
25964,116-20250926-000125,54,1,76.0,0.0,0.0,76.0,76.0,19.49,19.49,56.51
25965,116-20250926-000125,38,1,36.0,0.0,0.0,36.0,36.0,11.44,11.44,24.56
25966,116-20250930-000126,83,1,18.0,0.0,0.0,18.0,18.0,4.66,4.66,13.34
25967,116-20250930-000126,19,3,18.0,0.0,0.0,54.0,54.0,4.54,13.62,40.38
25968,116-20250930-000126,46,1,22.0,0.0,0.0,22.0,22.0,5.86,5.86,16.14
25969,116-20251010-000127,82,3,44.0,0.0,0.0,132.0,132.0,11.05,33.15,98.85
25970,116-20251104-000128,40,4,360.0,0.0,0.0,1440.0,1440.0,96.32,385.28,1054.72
25971,116-20251105-000129,7,1,266.5,0.0,0.0,266.5,266.5,104.91,104.91,161.59
25972,116-20251105-000129,73,2,11.0,0.0,0.0,22.0,22.0,2.73,5.46,16.54
25973,116-20251107-000130,6,1,20.5,0.0,0.0,20.5,20.5,5.06,5.06,15.44
25974,116-20251107-000130,44,2,23.5,0.0,0.0,47.0,47.0,6.35,12.7,34.3
25975,116-20251121-000131,16,1,26.5,0.0,0.0,26.5,26.5,6.83,6.83,19.67
25976,116-20251121-000131,3,1,39.5,0.0,0.0,39.5,39.5,9.91,9.91,29.59
25977,116-20251205-000132,74,1,73.5,0.0,0.0,73.5,73.5,18.76,18.76,54.74
25978,116-20251219-000133,87,2,27.5,0.0,0.0,55.0,55.0,7.17,14.34,40.66
25979,116-20251227-000134,7,1,267.5,0.2,53.5,267.5,214.0,104.91,104.91,109.09
25980,116-20251227-000134,89,6,84.5,0.2,101.4,507.0,405.6,22.14,132.84,272.76
25981,117-20181028-000001,7,1,216.5,0.0,0.0,216.5,216.5,104.91,104.91,111.59
25982,117-20181028-000001,64,1,10.5,0.0,0.0,10.5,10.5,3.2,3.2,7.3
25983,117-20181028-000001,25,1,75.0,0.0,0.0,75.0,75.0,23.17,23.17,51.83
25984,117-20181202-000002,31,1,17.5,0.0,0.0,17.5,17.5,5.63,5.63,11.87
25985,117-20181202-000002,30,3,22.0,0.0,0.0,66.0,66.0,6.81,20.43,45.57
25986,117-20181202-000002,47,2,47.0,0.0,0.0,94.0,94.0,18.58,37.16,56.84
25987,117-20181213-000003,77,2,10.5,0.0,0.0,21.0,21.0,3.3,6.6,14.4
25988,117-20181218-R000003,77,-2,10.5,0.0,-0.0,-21.0,-21.0,3.3,-6.6,-14.4
25989,117-20190210-000004,93,1,21.0,0.0,0.0,21.0,21.0,6.36,6.36,14.64
25990,117-20190210-000004,58,3,22.0,0.0,0.0,66.0,66.0,6.51,19.53,46.47
25991,117-20190427-000005,36,1,20.5,0.0,0.0,20.5,20.5,6.76,6.76,13.74
25992,117-20190427-000005,64,1,10.5,0.0,0.0,10.5,10.5,3.2,3.2,7.3
25993,117-20190427-000005,82,1,36.5,0.0,0.0,36.5,36.5,11.05,11.05,25.45
25994,117-20190428-000006,74,1,60.5,0.0,0.0,60.5,60.5,18.76,18.76,41.74
25995,117-20190608-000007,21,3,8.5,0.0,0.0,25.5,25.5,2.56,7.68,17.82
25996,117-20190722-000008,16,1,22.0,0.0,0.0,22.0,22.0,6.83,6.83,15.17
25997,117-20190722-000008,2,1,8.5,0.0,0.0,8.5,8.5,2.62,2.62,5.88
25998,117-20190807-000009,5,6,10.0,0.0,0.0,60.0,60.0,3.12,18.72,41.28
25999,117-20190917-000010,67,6,9.5,0.0,0.0,57.0,57.0,3.12,18.72,38.28
26000,117-20191107-000011,26,1,33.0,0.0,0.0,33.0,33.0,10.07,10.07,22.93
26001,117-20191107-000011,95,1,65.5,0.0,0.0,65.5,65.5,20.66,20.66,44.84
26002,117-20191107-000011,46,1,18.5,0.0,0.0,18.5,18.5,5.86,5.86,12.64
26003,117-20191117-000012,58,2,22.5,0.0,0.0,45.0,45.0,6.51,13.02,31.98
26004,117-20191126-000013,33,2,9.0,0.3,5.4,18.0,12.6,2.68,5.36,7.24
26005,117-20191126-000013,58,2,22.5,0.3,13.5,45.0,31.5,6.51,13.02,18.48
26006,117-20191206-000014,20,1,71.0,0.0,0.0,71.0,71.0,22.52,22.52,48.48
26007,117-20191214-000015,96,4,32.0,0.0,0.0,128.0,128.0,9.34,37.36,90.64
26008,117-20191215-000016,83,1,15.5,0.0,0.0,15.5,15.5,4.66,4.66,10.84
26009,117-20191215-000016,86,1,15.5,0.0,0.0,15.5,15.5,4.87,4.87,10.63
26010,117-20191216-000017,23,2,16.5,0.0,0.0,33.0,33.0,5.32,10.64,22.36
