month,channel,spend_amount,currency,market
2022-12-01,REFERRAL,1349.44,USD,us
2022-12-01,PAID_SEARCH,4454.82,USD,us
2022-12-01,PAID_SOCIAL,4386.58,USD,us
2022-12-01,EMAIL,641.73,USD,us
2022-12-01,AFFILIATE,2046.93,USD,us
2023-01-01,ORGANIC,200.98,USD,us
2023-01-01,REFERRAL,411.32,USD,us
2023-01-01,PAID_SEARCH,1562.34,USD,us
2023-01-01,PAID_SOCIAL,1474.51,USD,us
2023-01-01,EMAIL,167.28,USD,us
2023-01-01,AFFILIATE,554.34,USD,us
2023-02-01,ORGANIC,265.26,USD,us
2023-02-01,REFERRAL,666.58,USD,us
2023-02-01,PAID_SEARCH,1891.86,USD,us
2023-02-01,PAID_SOCIAL,2061.71,USD,us
2023-02-01,EMAIL,228.69,USD,us
2023-02-01,AFFILIATE,824.17,USD,us
2023-03-01,ORGANIC,296.61,USD,us
2023-03-01,REFERRAL,635.13,USD,us
2023-03-01,PAID_SEARCH,1733.42,USD,us
2023-03-01,PAID_SOCIAL,1908.33,USD,us
2023-03-01,EMAIL,271.95,USD,us
2023-03-01,AFFILIATE,848.24,USD,us
2023-04-01,ORGANIC,311.66,USD,us
2023-04-01,REFERRAL,586.35,USD,us
2023-04-01,PAID_SEARCH,2007.85,USD,us
2023-04-01,PAID_SOCIAL,2244.76,USD,us
2023-04-01,EMAIL,221.5,USD,us
2023-04-01,AFFILIATE,714.41,USD,us
2023-05-01,ORGANIC,296.44,USD,us
2023-05-01,REFERRAL,495.07,USD,us
2023-05-01,PAID_SEARCH,2034.09,USD,us
2023-05-01,PAID_SOCIAL,1849.65,USD,us
2023-05-01,EMAIL,246.2,USD,us
2023-05-01,AFFILIATE,842.6,USD,us
2023-06-01,ORGANIC,317.51,USD,us
2023-06-01,REFERRAL,577.43,USD,us
2023-06-01,PAID_SEARCH,1916.09,USD,us
2023-06-01,PAID_SOCIAL,2104.78,USD,us
2023-06-01,EMAIL,289.8,USD,us
2023-06-01,AFFILIATE,829.99,USD,us
2023-07-01,ORGANIC,309.41,USD,us
2023-07-01,REFERRAL,456.64,USD,us
2023-07-01,PAID_SEARCH,1680.92,USD,us
2023-07-01,PAID_SOCIAL,1890.42,USD,us
2023-07-01,EMAIL,224.13,USD,us
2023-07-01,AFFILIATE,698.22,USD,us
2023-08-01,ORGANIC,321.83,USD,us
2023-08-01,REFERRAL,640.28,USD,us
2023-08-01,PAID_SEARCH,2188.52,USD,us
2023-08-01,PAID_SOCIAL,2493.42,USD,us
2023-08-01,EMAIL,223.14,USD,us
2023-08-01,AFFILIATE,756.25,USD,us
2023-09-01,ORGANIC,325.71,USD,us
2023-09-01,REFERRAL,598.08,USD,us
2023-09-01,PAID_SEARCH,1877.94,USD,us
2023-09-01,PAID_SOCIAL,2097.99,USD,us
2023-09-01,EMAIL,293.65,USD,us
2023-09-01,AFFILIATE,916.25,USD,us
2023-10-01,ORGANIC,352.5,USD,us
2023-10-01,REFERRAL,530.77,USD,us
2023-10-01,PAID_SEARCH,1877.77,USD,us
2023-10-01,PAID_SOCIAL,2469.32,USD,us
2023-10-01,EMAIL,250.96,USD,us
2023-10-01,AFFILIATE,805.06,USD,us
2023-11-01,ORGANIC,1013.81,USD,us
2023-11-01,REFERRAL,1844.11,USD,us
2023-11-01,PAID_SEARCH,7539.37,USD,us
2023-11-01,PAID_SOCIAL,6701.93,USD,us
2023-11-01,EMAIL,958.79,USD,us
2023-11-01,AFFILIATE,2788.49,USD,us
2023-12-01,ORGANIC,811.37,USD,us
2023-12-01,REFERRAL,1422.61,USD,us
2023-12-01,PAID_SEARCH,5036.32,USD,us
2023-12-01,PAID_SOCIAL,5695.45,USD,us
2023-12-01,EMAIL,640.32,USD,us
2023-12-01,AFFILIATE,2101.94,USD,us
2024-01-01,ORGANIC,252.59,USD,us
2024-01-01,REFERRAL,389.67,USD,us
2024-01-01,PAID_SEARCH,1369.08,USD,us
2024-01-01,PAID_SOCIAL,1476.95,USD,us
2024-01-01,EMAIL,173.05,USD,us
2024-01-01,AFFILIATE,561.72,USD,us
2024-02-01,ORGANIC,343.17,USD,us
2024-02-01,REFERRAL,513.43,USD,us
2024-02-01,PAID_SEARCH,1535.84,USD,us
2024-02-01,PAID_SOCIAL,2268.47,USD,us
2024-02-01,EMAIL,250.53,USD,us
2024-02-01,AFFILIATE,807.21,USD,us
2024-03-01,ORGANIC,347.83,USD,us
2024-03-01,REFERRAL,403.49,USD,us
2024-03-01,PAID_SEARCH,2292.99,USD,us
2024-03-01,PAID_SOCIAL,2493.18,USD,us
2024-03-01,EMAIL,241.54,USD,us
2024-03-01,AFFILIATE,818.78,USD,us
2024-04-01,ORGANIC,334.85,USD,us
2024-04-01,REFERRAL,584.78,USD,us
2024-04-01,PAID_SEARCH,1855.21,USD,us
2024-04-01,PAID_SOCIAL,1890.68,USD,us
2024-04-01,EMAIL,312.2,USD,us
2024-04-01,AFFILIATE,939.42,USD,us
2024-05-01,ORGANIC,323.77,USD,us
2024-05-01,REFERRAL,565.04,USD,us
2024-05-01,PAID_SEARCH,2103.84,USD,us
2024-05-01,PAID_SOCIAL,2422.45,USD,us
2024-05-01,EMAIL,203.96,USD,us
2024-05-01,AFFILIATE,827.35,USD,us
2024-06-01,ORGANIC,304.27,USD,us
2024-06-01,REFERRAL,546.31,USD,us
2024-06-01,PAID_SEARCH,2133.45,USD,us
2024-06-01,PAID_SOCIAL,1851.6,USD,us
2024-06-01,EMAIL,222.96,USD,us
2024-06-01,AFFILIATE,798.98,USD,us
2024-07-01,ORGANIC,275.14,USD,us
2024-07-01,REFERRAL,511.26,USD,us
2024-07-01,PAID_SEARCH,1958.31,USD,us
2024-07-01,PAID_SOCIAL,1862.12,USD,us
2024-07-01,EMAIL,237.26,USD,us
2024-07-01,AFFILIATE,780.58,USD,us
2024-08-01,ORGANIC,336.04,USD,us
2024-08-01,REFERRAL,553.93,USD,us
2024-08-01,PAID_SEARCH,1901.63,USD,us
2024-08-01,PAID_SOCIAL,2015.03,USD,us
2024-08-01,EMAIL,228.56,USD,us
2024-08-01,AFFILIATE,887.2,USD,us
2024-09-01,ORGANIC,317.03,USD,us
2024-09-01,REFERRAL,532.21,USD,us
2024-09-01,PAID_SEARCH,2112.45,USD,us
2024-09-01,PAID_SOCIAL,2210.1,USD,us
2024-09-01,EMAIL,234.19,USD,us
2024-09-01,AFFILIATE,834.59,USD,us
2024-10-01,ORGANIC,344.93,USD,us
2024-10-01,REFERRAL,498.45,USD,us
2024-10-01,PAID_SEARCH,2022.22,USD,us
2024-10-01,PAID_SOCIAL,2242.82,USD,us
2024-10-01,EMAIL,238.12,USD,us
2024-10-01,AFFILIATE,832.28,USD,us
2024-11-01,ORGANIC,940.34,USD,us
2024-11-01,REFERRAL,1964.79,USD,us
2024-11-01,PAID_SEARCH,5986.57,USD,us
2024-11-01,PAID_SOCIAL,8740.14,USD,us
2024-11-01,EMAIL,893.75,USD,us
2024-11-01,AFFILIATE,2829.42,USD,us
2024-12-01,ORGANIC,924.99,USD,us
2024-12-01,REFERRAL,1294.75,USD,us
2024-12-01,PAID_SEARCH,4764.95,USD,us
2024-12-01,PAID_SOCIAL,4791.18,USD,us
2024-12-01,EMAIL,757.84,USD,us
2024-12-01,AFFILIATE,2646.86,USD,us
2025-01-01,ORGANIC,185.79,USD,us
2025-01-01,REFERRAL,356.99,USD,us
2025-01-01,PAID_SEARCH,1396.22,USD,us
2025-01-01,PAID_SOCIAL,1497.31,USD,us
2025-01-01,EMAIL,179.84,USD,us
2025-01-01,AFFILIATE,593.15,USD,us
2025-02-01,ORGANIC,331.76,USD,us
2025-02-01,REFERRAL,501.92,USD,us
2025-02-01,PAID_SEARCH,2018.93,USD,us
2025-02-01,PAID_SOCIAL,2003.59,USD,us
2025-02-01,EMAIL,247.11,USD,us
2025-02-01,AFFILIATE,708.52,USD,us
2025-03-01,ORGANIC,305.87,USD,us
2025-03-01,REFERRAL,523.48,USD,us
2025-03-01,PAID_SEARCH,2167.67,USD,us
2025-03-01,PAID_SOCIAL,2241.95,USD,us
2025-03-01,EMAIL,260.89,USD,us
2025-03-01,AFFILIATE,855.51,USD,us
2025-04-01,ORGANIC,250.9,USD,us
2025-04-01,REFERRAL,444.39,USD,us
2025-04-01,PAID_SEARCH,1917.65,USD,us
2025-04-01,PAID_SOCIAL,2318.14,USD,us
2025-04-01,EMAIL,251.67,USD,us
2025-04-01,AFFILIATE,783.35,USD,us
2025-05-01,ORGANIC,311.11,USD,us
2025-05-01,REFERRAL,537.12,USD,us
2025-05-01,PAID_SEARCH,2135.07,USD,us
2025-05-01,PAID_SOCIAL,2418.38,USD,us
2025-05-01,EMAIL,243.46,USD,us
2025-05-01,AFFILIATE,853.15,USD,us
2025-06-01,ORGANIC,327.57,USD,us
2025-06-01,REFERRAL,578.86,USD,us
2025-06-01,PAID_SEARCH,2308.11,USD,us
2025-06-01,PAID_SOCIAL,2248.97,USD,us
2025-06-01,EMAIL,287.85,USD,us
2025-06-01,AFFILIATE,757.97,USD,us
2025-07-01,ORGANIC,253.68,USD,us
2025-07-01,REFERRAL,371.18,USD,us
2025-07-01,PAID_SEARCH,1709.13,USD,us
2025-07-01,PAID_SOCIAL,2041.15,USD,us
2025-07-01,EMAIL,163.09,USD,us
2025-07-01,AFFILIATE,742.54,USD,us
2025-08-01,ORGANIC,338.03,USD,us
2025-08-01,REFERRAL,585.67,USD,us
2025-08-01,PAID_SEARCH,1743.9,USD,us
2025-08-01,PAID_SOCIAL,2429.68,USD,us
2025-08-01,EMAIL,257.97,USD,us
2025-08-01,AFFILIATE,908.11,USD,us
2025-09-01,ORGANIC,314.76,USD,us
2025-09-01,REFERRAL,576.44,USD,us
2025-09-01,PAID_SEARCH,2200.48,USD,us
2025-09-01,PAID_SOCIAL,2209.3,USD,us
2025-09-01,EMAIL,265.05,USD,us
2025-09-01,AFFILIATE,964.6,USD,us
2025-10-01,ORGANIC,314.52,USD,us
2025-10-01,REFERRAL,492.79,USD,us
2025-10-01,PAID_SEARCH,2114.68,USD,us
2025-10-01,PAID_SOCIAL,2578.93,USD,us
2025-10-01,EMAIL,290.94,USD,us
2025-10-01,AFFILIATE,918.74,USD,us
2025-11-01,ORGANIC,854.16,USD,us
2025-11-01,REFERRAL,1819.9,USD,us
2025-11-01,PAID_SEARCH,6527.41,USD,us
2025-11-01,PAID_SOCIAL,7929.02,USD,us
2025-11-01,EMAIL,1054.34,USD,us
2025-11-01,AFFILIATE,2676.75,USD,us
2025-12-01,ORGANIC,1014.63,USD,us
2025-12-01,REFERRAL,1388.53,USD,us
2025-12-01,PAID_SEARCH,4755.05,USD,us
2025-12-01,PAID_SOCIAL,6359.43,USD,us
2025-12-01,EMAIL,732.03,USD,us
2025-12-01,AFFILIATE,2374.23,USD,us
