survey_id,customer_id,sent_at,response_at,score,nps_category
S-00000589,277,2021-03-31,2021-04-04,10,Promoter
S-00000590,278,2021-03-31,,,
S-00000591,283,2021-03-31,,,
S-00000592,302,2021-03-31,,,
S-00000593,320,2021-03-31,2021-04-14,8,Passive
S-00000594,327,2021-03-31,,,
S-00000595,328,2021-03-31,2021-04-09,4,Detractor
S-00000596,335,2021-03-31,2021-04-10,10,Promoter
S-00000597,338,2021-03-31,,,
S-00000598,341,2021-03-31,,,
S-00000599,346,2021-03-31,2021-04-12,7,Passive
S-00000600,351,2021-03-31,,,
S-00000601,355,2021-03-31,2021-04-12,9,Promoter
S-00000602,363,2021-03-31,,,
S-00000603,399,2021-03-31,2021-04-09,5,Detractor
S-00000604,400,2021-03-31,2021-04-11,2,Detractor
S-00000605,403,2021-03-31,2021-04-01,3,Detractor
S-00000606,405,2021-03-31,,,
S-00000607,415,2021-03-31,,,
S-00000608,416,2021-03-31,,,
S-00000609,420,2021-03-31,2021-04-07,9,Promoter
S-00000610,5,2021-06-30,2021-07-12,7,Passive
S-00000611,23,2021-06-30,2021-07-02,10,Promoter
S-00000612,27,2021-06-30,,,
S-00000613,39,2021-06-30,,,
S-00000614,40,2021-06-30,2021-07-07,9,Promoter
S-00000615,46,2021-06-30,2021-07-08,9,Promoter
S-00000616,57,2021-06-30,2021-07-07,10,Promoter
S-00000617,65,2021-06-30,,,
S-00000618,68,2021-06-30,,,
S-00000619,69,2021-06-30,2021-07-06,6,Detractor
S-00000620,73,2021-06-30,2021-07-12,10,Promoter
S-00000621,74,2021-06-30,2021-07-05,10,Promoter
S-00000622,76,2021-06-30,2021-07-04,8,Passive
S-00000623,82,2021-06-30,,,
S-00000624,87,2021-06-30,2021-07-01,9,Promoter
S-00000625,91,2021-06-30,,,
S-00000626,106,2021-06-30,2021-07-10,9,Promoter
S-00000627,116,2021-06-30,2021-07-11,8,Passive
S-00000628,117,2021-06-30,2021-07-09,7,Passive
S-00000629,126,2021-06-30,2021-07-12,9,Promoter
S-00000630,140,2021-06-30,2021-07-13,6,Detractor
S-00000631,146,2021-06-30,2021-07-08,4,Detractor
S-00000632,150,2021-06-30,,,
S-00000633,154,2021-06-30,2021-07-06,5,Detractor
S-00000634,168,2021-06-30,2021-07-11,8,Passive
S-00000635,170,2021-06-30,,,
S-00000636,186,2021-06-30,,,
S-00000637,194,2021-06-30,,,
S-00000638,204,2021-06-30,,,
S-00000639,210,2021-06-30,,,
S-00000640,231,2021-06-30,,,
S-00000641,233,2021-06-30,,,
S-00000642,236,2021-06-30,,,
S-00000643,240,2021-06-30,,,
S-00000644,241,2021-06-30,,,
S-00000645,245,2021-06-30,,,
S-00000646,246,2021-06-30,,,
S-00000647,247,2021-06-30,2021-07-14,8,Passive
S-00000648,258,2021-06-30,2021-07-14,7,Passive
S-00000649,260,2021-06-30,2021-07-06,8,Passive
S-00000650,270,2021-06-30,,,
S-00000651,272,2021-06-30,2021-07-14,2,Detractor
S-00000652,281,2021-06-30,,,
S-00000653,283,2021-06-30,,,
S-00000654,286,2021-06-30,,,
S-00000655,295,2021-06-30,,,
S-00000656,305,2021-06-30,,,
S-00000657,306,2021-06-30,,,
S-00000658,320,2021-06-30,2021-07-12,7,Passive
S-00000659,323,2021-06-30,,,
S-00000660,324,2021-06-30,,,
S-00000661,337,2021-06-30,,,
S-00000662,339,2021-06-30,2021-07-06,10,Promoter
S-00000663,345,2021-06-30,,,
S-00000664,351,2021-06-30,2021-07-14,10,Promoter
S-00000665,366,2021-06-30,2021-07-09,0,Detractor
S-00000666,367,2021-06-30,,,
S-00000667,377,2021-06-30,2021-07-09,10,Promoter
S-00000668,386,2021-06-30,2021-07-09,6,Detractor
S-00000669,393,2021-06-30,2021-07-09,10,Promoter
S-00000670,406,2021-06-30,2021-07-14,10,Promoter
S-00000671,409,2021-06-30,2021-07-08,10,Promoter
S-00000672,411,2021-06-30,2021-07-01,0,Detractor
S-00000673,413,2021-06-30,,,
S-00000674,416,2021-06-30,,,
S-00000675,419,2021-06-30,2021-07-04,8,Passive
S-00000676,424,2021-06-30,2021-07-05,9,Promoter
S-00000677,428,2021-06-30,2021-07-14,5,Detractor
S-00000678,434,2021-06-30,,,
S-00000679,435,2021-06-30,,,
S-00000680,437,2021-06-30,2021-07-13,4,Detractor
S-00000681,438,2021-06-30,,,
S-00000682,440,2021-06-30,2021-07-03,7,Passive
S-00000683,446,2021-06-30,,,
S-00000684,447,2021-06-30,,,
S-00000685,457,2021-06-30,,,
S-00000686,458,2021-06-30,2021-07-14,6,Detractor
S-00000687,474,2021-06-30,2021-07-13,9,Promoter
S-00000688,475,2021-06-30,2021-07-03,6,Detractor
S-00000689,6,2021-09-30,2021-10-14,4,Detractor
S-00000690,11,2021-09-30,,,
S-00000691,12,2021-09-30,,,
S-00000692,13,2021-09-30,2021-10-11,9,Promoter
S-00000693,19,2021-09-30,,,
S-00000694,30,2021-09-30,2021-10-10,8,Passive
S-00000695,39,2021-09-30,,,
S-00000696,40,2021-09-30,2021-10-01,9,Promoter
S-00000697,52,2021-09-30,2021-10-11,8,Passive
S-00000698,59,2021-09-30,2021-10-07,7,Passive
S-00000699,60,2021-09-30,,,
S-00000700,64,2021-09-30,2021-10-05,8,Passive
S-00000701,73,2021-09-30,2021-10-07,10,Promoter
S-00000702,99,2021-09-30,2021-10-13,9,Promoter
S-00000703,132,2021-09-30,2021-10-03,8,Passive
S-00000704,140,2021-09-30,2021-10-02,9,Promoter
S-00000705,146,2021-09-30,2021-10-03,6,Detractor
S-00000706,149,2021-09-30,,,
S-00000707,157,2021-09-30,2021-10-03,9,Promoter
S-00000708,160,2021-09-30,2021-10-04,2,Detractor
S-00000709,163,2021-09-30,,,
S-00000710,168,2021-09-30,,,
S-00000711,170,2021-09-30,,,
S-00000712,175,2021-09-30,,,
S-00000713,183,2021-09-30,,,
S-00000714,185,2021-09-30,2021-10-08,8,Passive
S-00000715,186,2021-09-30,2021-10-05,9,Promoter
S-00000716,202,2021-09-30,,,
S-00000717,212,2021-09-30,,,
S-00000718,217,2021-09-30,2021-10-04,8,Passive
S-00000719,224,2021-09-30,2021-09-30,5,Detractor
S-00000720,235,2021-09-30,2021-10-04,8,Passive
S-00000721,238,2021-09-30,2021-09-30,7,Passive
S-00000722,244,2021-09-30,,,
S-00000723,245,2021-09-30,,,
S-00000724,251,2021-09-30,,,
S-00000725,262,2021-09-30,,,
S-00000726,268,2021-09-30,2021-10-09,9,Promoter
S-00000727,270,2021-09-30,2021-10-07,4,Detractor
S-00000728,271,2021-09-30,2021-10-03,7,Passive
S-00000729,273,2021-09-30,2021-10-13,9,Promoter
S-00000730,277,2021-09-30,2021-10-05,7,Passive
S-00000731,280,2021-09-30,2021-10-12,7,Passive
S-00000732,285,2021-09-30,,,
S-00000733,298,2021-09-30,,,
S-00000734,299,2021-09-30,2021-10-07,9,Promoter
S-00000735,300,2021-09-30,,,
S-00000736,306,2021-09-30,2021-10-09,8,Passive
S-00000737,323,2021-09-30,2021-10-05,6,Detractor
S-00000738,325,2021-09-30,,,
S-00000739,326,2021-09-30,2021-10-10,10,Promoter
S-00000740,327,2021-09-30,,,
S-00000741,332,2021-09-30,2021-10-06,4,Detractor
S-00000742,340,2021-09-30,,,
S-00000743,345,2021-09-30,2021-10-11,6,Detractor
S-00000744,348,2021-09-30,,,
S-00000745,352,2021-09-30,2021-10-05,8,Passive
S-00000746,355,2021-09-30,2021-10-09,6,Detractor
S-00000747,360,2021-09-30,2021-10-01,10,Promoter
S-00000748,362,2021-09-30,,,
S-00000749,363,2021-09-30,,,
S-00000750,369,2021-09-30,,,
S-00000751,372,2021-09-30,,,
S-00000752,377,2021-09-30,,,
S-00000753,380,2021-09-30,,,
S-00000754,382,2021-09-30,,,
S-00000755,384,2021-09-30,2021-09-30,5,Detractor
S-00000756,385,2021-09-30,2021-10-08,7,Passive
S-00000757,399,2021-09-30,2021-09-30,8,Passive
S-00000758,410,2021-09-30,,,
S-00000759,418,2021-09-30,2021-10-09,5,Detractor
S-00000760,425,2021-09-30,,,
S-00000761,430,2021-09-30,,,
S-00000762,460,2021-09-30,,,
S-00000763,472,2021-09-30,,,
S-00000764,476,2021-09-30,,,
S-00000765,477,2021-09-30,,,
S-00000766,491,2021-09-30,,,
S-00000767,492,2021-09-30,,,
S-00000768,494,2021-09-30,,,
S-00000769,499,2021-09-30,,,
S-00000770,501,2021-09-30,,,
S-00000771,511,2021-09-30,,,
S-00000772,514,2021-09-30,2021-10-04,9,Promoter
S-00000773,7,2021-12-31,2022-01-09,9,Promoter
S-00000774,8,2021-12-31,2022-01-09,8,Passive
S-00000775,22,2021-12-31,,,
S-00000776,33,2021-12-31,2022-01-05,6,Detractor
S-00000777,53,2021-12-31,,,
S-00000778,54,2021-12-31,,,
S-00000779,57,2021-12-31,,,
S-00000780,69,2021-12-31,,,
S-00000781,76,2021-12-31,2021-12-31,7,Passive
S-00000782,82,2021-12-31,,,
S-00000783,87,2021-12-31,,,
S-00000784,92,2021-12-31,2022-01-06,10,Promoter
S-00000785,98,2021-12-31,2022-01-01,10,Promoter
S-00000786,107,2021-12-31,2022-01-02,7,Passive
S-00000787,110,2021-12-31,2022-01-03,8,Passive
S-00000788,112,2021-12-31,,,
S-00000789,113,2021-12-31,2021-12-31,10,Promoter
S-00000790,119,2021-12-31,,,
S-00000791,126,2021-12-31,2022-01-11,9,Promoter
S-00000792,129,2021-12-31,,,
S-00000793,132,2021-12-31,2022-01-04,9,Promoter
S-00000794,135,2021-12-31,,,
S-00000795,154,2021-12-31,,,
S-00000796,155,2021-12-31,,,
S-00000797,157,2021-12-31,,,
S-00000798,166,2021-12-31,,,
S-00000799,174,2021-12-31,,,
S-00000800,175,2021-12-31,2022-01-02,7,Passive
S-00000801,179,2021-12-31,,,
S-00000802,180,2021-12-31,2022-01-01,10,Promoter
S-00000803,182,2021-12-31,2022-01-02,9,Promoter
S-00000804,188,2021-12-31,2022-01-13,7,Passive
S-00000805,202,2021-12-31,2022-01-06,8,Passive
S-00000806,212,2021-12-31,,,
S-00000807,222,2021-12-31,,,
S-00000808,225,2021-12-31,,,
S-00000809,233,2021-12-31,,,
S-00000810,235,2021-12-31,2022-01-14,6,Detractor
S-00000811,236,2021-12-31,,,
S-00000812,238,2021-12-31,,,
S-00000813,239,2021-12-31,2022-01-04,8,Passive
S-00000814,241,2021-12-31,2022-01-13,9,Promoter
S-00000815,245,2021-12-31,2022-01-14,9,Promoter
S-00000816,247,2021-12-31,,,
S-00000817,260,2021-12-31,2022-01-10,8,Passive
S-00000818,267,2021-12-31,,,
S-00000819,272,2021-12-31,2022-01-03,5,Detractor
S-00000820,273,2021-12-31,,,
S-00000821,282,2021-12-31,2022-01-04,9,Promoter
S-00000822,288,2021-12-31,2022-01-04,7,Passive
S-00000823,290,2021-12-31,2022-01-14,8,Passive
S-00000824,291,2021-12-31,2022-01-13,10,Promoter
S-00000825,300,2021-12-31,,,
S-00000826,314,2021-12-31,,,
S-00000827,321,2021-12-31,2022-01-04,9,Promoter
S-00000828,337,2021-12-31,2022-01-08,6,Detractor
S-00000829,341,2021-12-31,2022-01-11,7,Passive
S-00000830,345,2021-12-31,,,
S-00000831,354,2021-12-31,2022-01-14,9,Promoter
S-00000832,363,2021-12-31,2022-01-12,9,Promoter
S-00000833,369,2021-12-31,,,
S-00000834,374,2021-12-31,2022-01-06,9,Promoter
S-00000835,376,2021-12-31,2021-12-31,9,Promoter
S-00000836,381,2021-12-31,,,
S-00000837,383,2021-12-31,,,
S-00000838,386,2021-12-31,,,
S-00000839,389,2021-12-31,,,
S-00000840,396,2021-12-31,2022-01-07,6,Detractor
S-00000841,399,2021-12-31,2022-01-01,5,Detractor
S-00000842,400,2021-12-31,,,
S-00000843,407,2021-12-31,,,
S-00000844,412,2021-12-31,,,
S-00000845,413,2021-12-31,2022-01-13,7,Passive
S-00000846,419,2021-12-31,2022-01-03,7,Passive
S-00000847,427,2021-12-31,2022-01-12,2,Detractor
S-00000848,428,2021-12-31,,,
S-00000849,429,2021-12-31,2022-01-14,10,Promoter
S-00000850,437,2021-12-31,2022-01-02,6,Detractor
S-00000851,439,2021-12-31,,,
S-00000852,440,2021-12-31,2022-01-04,10,Promoter
S-00000853,448,2021-12-31,2022-01-06,8,Passive
S-00000854,450,2021-12-31,2022-01-08,1,Detractor
S-00000855,454,2021-12-31,,,
S-00000856,456,2021-12-31,,,
S-00000857,457,2021-12-31,2021-12-31,8,Passive
S-00000858,463,2021-12-31,,,
S-00000859,468,2021-12-31,,,
S-00000860,477,2021-12-31,,,
S-00000861,479,2021-12-31,2022-01-12,9,Promoter
S-00000862,480,2021-12-31,2022-01-01,5,Detractor
S-00000863,482,2021-12-31,,,
S-00000864,486,2021-12-31,2022-01-13,10,Promoter
S-00000865,489,2021-12-31,,,
S-00000866,496,2021-12-31,2022-01-03,6,Detractor
S-00000867,498,2021-12-31,,,
S-00000868,500,2021-12-31,,,
S-00000869,502,2021-12-31,2021-12-31,9,Promoter
S-00000870,506,2021-12-31,,,
S-00000871,510,2021-12-31,2022-01-03,10,Promoter
S-00000872,511,2021-12-31,2022-01-08,8,Passive
S-00000873,512,2021-12-31,,,
S-00000874,517,2021-12-31,2022-01-13,9,Promoter
S-00000875,534,2021-12-31,2022-01-12,3,Detractor
S-00000876,538,2021-12-31,2022-01-13,5,Detractor
S-00000877,548,2021-12-31,2022-01-04,8,Passive
S-00000878,557,2021-12-31,,,
S-00000879,10,2022-03-31,2022-04-01,9,Promoter
S-00000880,12,2022-03-31,2022-04-07,7,Passive
S-00000881,17,2022-03-31,,,
S-00000882,19,2022-03-31,2022-03-31,8,Passive
S-00000883,20,2022-03-31,,,
S-00000884,25,2022-03-31,2022-04-11,10,Promoter
S-00000885,30,2022-03-31,2022-04-07,7,Passive
S-00000886,34,2022-03-31,2022-04-11,9,Promoter
S-00000887,43,2022-03-31,2022-04-02,8,Passive
S-00000888,73,2022-03-31,2022-04-08,9,Promoter
S-00000889,77,2022-03-31,,,
S-00000890,79,2022-03-31,2022-04-10,9,Promoter
S-00000891,106,2022-03-31,,,
S-00000892,111,2022-03-31,,,
S-00000893,113,2022-03-31,2022-04-07,7,Passive
S-00000894,117,2022-03-31,2022-04-02,6,Detractor
S-00000895,126,2022-03-31,2022-04-10,8,Passive
S-00000896,132,2022-03-31,2022-04-14,7,Passive
S-00000897,140,2022-03-31,2022-04-03,9,Promoter
S-00000898,154,2022-03-31,,,
S-00000899,156,2022-03-31,2022-04-13,9,Promoter
S-00000900,162,2022-03-31,2022-04-12,8,Passive
S-00000901,166,2022-03-31,2022-04-07,8,Passive
S-00000902,174,2022-03-31,2022-04-10,6,Detractor
S-00000903,179,2022-03-31,,,
S-00000904,180,2022-03-31,2022-04-02,9,Promoter
S-00000905,182,2022-03-31,2022-04-02,10,Promoter
S-00000906,200,2022-03-31,2022-04-14,6,Detractor
S-00000907,202,2022-03-31,2022-04-10,9,Promoter
S-00000908,211,2022-03-31,2022-04-14,7,Passive
S-00000909,212,2022-03-31,2022-04-08,10,Promoter
S-00000910,225,2022-03-31,2022-04-05,8,Passive
S-00000911,244,2022-03-31,2022-04-06,9,Promoter
S-00000912,261,2022-03-31,2022-04-10,5,Detractor
S-00000913,262,2022-03-31,,,
S-00000914,263,2022-03-31,2022-04-03,10,Promoter
S-00000915,271,2022-03-31,2022-04-05,4,Detractor
S-00000916,280,2022-03-31,2022-04-12,5,Detractor
S-00000917,285,2022-03-31,2022-04-08,9,Promoter
S-00000918,291,2022-03-31,,,
S-00000919,298,2022-03-31,2022-04-03,8,Passive
S-00000920,301,2022-03-31,2022-04-02,9,Promoter
S-00000921,303,2022-03-31,,,
S-00000922,307,2022-03-31,2022-04-09,10,Promoter
S-00000923,312,2022-03-31,,,
S-00000924,314,2022-03-31,,,
S-00000925,319,2022-03-31,2022-04-11,9,Promoter
S-00000926,320,2022-03-31,2022-04-05,8,Passive
S-00000927,321,2022-03-31,2022-04-09,8,Passive
S-00000928,326,2022-03-31,2022-04-13,1,Detractor
S-00000929,333,2022-03-31,2022-04-14,6,Detractor
S-00000930,337,2022-03-31,2022-04-04,4,Detractor
S-00000931,345,2022-03-31,2022-04-11,5,Detractor
S-00000932,359,2022-03-31,2022-04-08,8,Passive
S-00000933,360,2022-03-31,,,
S-00000934,364,2022-03-31,2022-04-08,10,Promoter
S-00000935,374,2022-03-31,2022-04-13,10,Promoter
S-00000936,375,2022-03-31,,,
S-00000937,407,2022-03-31,,,
S-00000938,412,2022-03-31,,,
S-00000939,419,2022-03-31,2022-04-08,8,Passive
S-00000940,420,2022-03-31,2022-04-04,8,Passive
S-00000941,425,2022-03-31,2022-04-14,5,Detractor
S-00000942,428,2022-03-31,,,
S-00000943,443,2022-03-31,2022-04-01,3,Detractor
S-00000944,447,2022-03-31,2022-04-07,7,Passive
S-00000945,465,2022-03-31,2022-04-14,9,Promoter
S-00000946,478,2022-03-31,,,
S-00000947,480,2022-03-31,,,
S-00000948,489,2022-03-31,,,
S-00000949,491,2022-03-31,,,
S-00000950,493,2022-03-31,2022-04-06,1,Detractor
S-00000951,494,2022-03-31,,,
S-00000952,496,2022-03-31,2022-04-08,9,Promoter
S-00000953,508,2022-03-31,2022-04-13,9,Promoter
S-00000954,510,2022-03-31,2022-04-09,8,Passive
S-00000955,517,2022-03-31,,,
S-00000956,519,2022-03-31,2022-04-14,9,Promoter
S-00000957,520,2022-03-31,2022-04-04,8,Passive
S-00000958,524,2022-03-31,2022-04-13,5,Detractor
S-00000959,534,2022-03-31,2022-04-09,4,Detractor
S-00000960,535,2022-03-31,2022-04-08,5,Detractor
S-00000961,542,2022-03-31,2022-04-03,7,Passive
S-00000962,545,2022-03-31,2022-04-10,7,Passive
S-00000963,548,2022-03-31,,,
S-00000964,550,2022-03-31,,,
S-00000965,557,2022-03-31,,,
S-00000966,559,2022-03-31,2022-04-04,9,Promoter
S-00000967,560,2022-03-31,,,
S-00000968,571,2022-03-31,,,
S-00000969,582,2022-03-31,,,
S-00000970,604,2022-03-31,,,
S-00000971,614,2022-03-31,2022-04-14,3,Detractor
S-00000972,8,2022-06-30,,,
S-00000973,10,2022-06-30,,,
S-00000974,13,2022-06-30,,,
S-00000975,19,2022-06-30,,,
S-00000976,20,2022-06-30,2022-07-14,9,Promoter
S-00000977,27,2022-06-30,2022-07-09,6,Detractor
S-00000978,29,2022-06-30,2022-07-04,10,Promoter
S-00000979,34,2022-06-30,,,
S-00000980,37,2022-06-30,2022-07-11,6,Detractor
S-00000981,41,2022-06-30,2022-07-06,5,Detractor
S-00000982,43,2022-06-30,,,
S-00000983,44,2022-06-30,,,
S-00000984,57,2022-06-30,2022-07-05,9,Promoter
S-00000985,60,2022-06-30,2022-07-11,10,Promoter
S-00000986,68,2022-06-30,2022-07-12,7,Passive
S-00000987,74,2022-06-30,2022-07-03,9,Promoter
S-00000988,86,2022-06-30,2022-07-06,9,Promoter
S-00000989,98,2022-06-30,,,
S-00000990,99,2022-06-30,2022-07-07,6,Detractor
S-00000991,135,2022-06-30,,,
S-00000992,137,2022-06-30,2022-07-10,8,Passive
S-00000993,147,2022-06-30,,,
S-00000994,149,2022-06-30,,,
S-00000995,153,2022-06-30,,,
S-00000996,154,2022-06-30,2022-07-12,9,Promoter
S-00000997,157,2022-06-30,,,
S-00000998,162,2022-06-30,,,
S-00000999,166,2022-06-30,2022-07-07,8,Passive
S-00001000,181,2022-06-30,,,
S-00001001,183,2022-06-30,2022-07-12,7,Passive
S-00001002,197,2022-06-30,2022-07-11,10,Promoter
S-00001003,210,2022-06-30,,,
S-00001004,213,2022-06-30,2022-07-13,7,Passive
S-00001005,217,2022-06-30,,,
S-00001006,224,2022-06-30,2022-07-14,7,Passive
S-00001007,229,2022-06-30,,,
S-00001008,241,2022-06-30,,,
S-00001009,242,2022-06-30,,,
S-00001010,251,2022-06-30,,,
S-00001011,259,2022-06-30,,,
S-00001012,261,2022-06-30,,,
S-00001013,272,2022-06-30,,,
S-00001014,273,2022-06-30,,,
S-00001015,285,2022-06-30,2022-07-13,8,Passive
S-00001016,290,2022-06-30,2022-07-05,10,Promoter
S-00001017,291,2022-06-30,2022-07-11,9,Promoter
S-00001018,294,2022-06-30,2022-06-30,0,Detractor
S-00001019,296,2022-06-30,,,
S-00001020,298,2022-06-30,,,
S-00001021,301,2022-06-30,2022-07-06,10,Promoter
S-00001022,302,2022-06-30,,,
S-00001023,309,2022-06-30,2022-07-07,9,Promoter
S-00001024,312,2022-06-30,2022-07-01,10,Promoter
S-00001025,316,2022-06-30,2022-07-07,8,Passive
S-00001026,322,2022-06-30,,,
S-00001027,337,2022-06-30,2022-07-08,4,Detractor
S-00001028,345,2022-06-30,2022-07-01,7,Passive
S-00001029,354,2022-06-30,2022-07-11,6,Detractor
S-00001030,360,2022-06-30,,,
S-00001031,362,2022-06-30,,,
S-00001032,363,2022-06-30,,,
S-00001033,365,2022-06-30,2022-07-10,8,Passive
S-00001034,366,2022-06-30,,,
S-00001035,386,2022-06-30,2022-07-01,8,Passive
S-00001036,407,2022-06-30,2022-07-01,8,Passive
S-00001037,419,2022-06-30,2022-07-06,9,Promoter
S-00001038,425,2022-06-30,,,
S-00001039,451,2022-06-30,2022-07-07,9,Promoter
S-00001040,452,2022-06-30,2022-07-11,5,Detractor
S-00001041,455,2022-06-30,,,
S-00001042,458,2022-06-30,,,
S-00001043,461,2022-06-30,2022-07-12,4,Detractor
S-00001044,469,2022-06-30,2022-07-13,4,Detractor
S-00001045,472,2022-06-30,2022-07-14,8,Passive
S-00001046,477,2022-06-30,,,
S-00001047,482,2022-06-30,,,
S-00001048,483,2022-06-30,,,
S-00001049,490,2022-06-30,,,
S-00001050,492,2022-06-30,,,
S-00001051,493,2022-06-30,,,
S-00001052,497,2022-06-30,2022-07-09,10,Promoter
S-00001053,503,2022-06-30,,,
S-00001054,504,2022-06-30,2022-07-01,8,Passive
S-00001055,511,2022-06-30,2022-07-05,7,Passive
S-00001056,516,2022-06-30,,,
S-00001057,520,2022-06-30,,,
S-00001058,522,2022-06-30,,,
S-00001059,523,2022-06-30,,,
S-00001060,529,2022-06-30,2022-07-06,2,Detractor
S-00001061,541,2022-06-30,,,
S-00001062,547,2022-06-30,2022-06-30,10,Promoter
S-00001063,561,2022-06-30,2022-07-02,9,Promoter
S-00001064,569,2022-06-30,2022-07-02,4,Detractor
S-00001065,574,2022-06-30,2022-07-02,9,Promoter
S-00001066,575,2022-06-30,,,
S-00001067,578,2022-06-30,,,
S-00001068,589,2022-06-30,,,
S-00001069,593,2022-06-30,,,
S-00001070,616,2022-06-30,,,
S-00001071,622,2022-06-30,,,
S-00001072,628,2022-06-30,,,
S-00001073,645,2022-06-30,,,
S-00001074,647,2022-06-30,2022-07-08,9,Promoter
S-00001075,652,2022-06-30,,,
S-00001076,6,2022-09-30,2022-10-10,8,Passive
S-00001077,8,2022-09-30,,,
S-00001078,19,2022-09-30,2022-10-13,7,Passive
S-00001079,29,2022-09-30,2022-10-06,8,Passive
S-00001080,33,2022-09-30,2022-10-01,2,Detractor
S-00001081,43,2022-09-30,2022-10-13,9,Promoter
S-00001082,53,2022-09-30,2022-10-13,4,Detractor
S-00001083,57,2022-09-30,2022-09-30,7,Passive
S-00001084,60,2022-09-30,,,
S-00001085,76,2022-09-30,2022-10-08,9,Promoter
S-00001086,82,2022-09-30,,,
S-00001087,91,2022-09-30,2022-10-01,7,Passive
S-00001088,93,2022-09-30,,,
S-00001089,95,2022-09-30,2022-10-05,9,Promoter
S-00001090,106,2022-09-30,,,
S-00001091,108,2022-09-30,,,
S-00001092,113,2022-09-30,,,
S-00001093,125,2022-09-30,,,
S-00001094,126,2022-09-30,2022-10-02,9,Promoter
S-00001095,129,2022-09-30,,,
S-00001096,149,2022-09-30,2022-10-11,4,Detractor
S-00001097,156,2022-09-30,,,
S-00001098,166,2022-09-30,,,
S-00001099,168,2022-09-30,,,
S-00001100,183,2022-09-30,2022-10-07,5,Detractor
S-00001101,191,2022-09-30,,,
S-00001102,214,2022-09-30,2022-10-14,8,Passive
S-00001103,220,2022-09-30,,,
S-00001104,229,2022-09-30,,,
S-00001105,238,2022-09-30,2022-10-14,6,Detractor
S-00001106,239,2022-09-30,2022-10-07,8,Passive
S-00001107,242,2022-09-30,2022-10-13,10,Promoter
S-00001108,251,2022-09-30,,,
S-00001109,260,2022-09-30,2022-10-08,9,Promoter
S-00001110,265,2022-09-30,2022-09-30,8,Passive
S-00001111,279,2022-09-30,,,
S-00001112,296,2022-09-30,2022-10-09,8,Passive
S-00001113,298,2022-09-30,2022-10-10,9,Promoter
S-00001114,305,2022-09-30,2022-10-10,6,Detractor
S-00001115,308,2022-09-30,2022-10-13,9,Promoter
S-00001116,309,2022-09-30,2022-10-12,8,Passive
S-00001117,320,2022-09-30,2022-10-01,7,Passive
S-00001118,325,2022-09-30,2022-10-03,8,Passive
S-00001119,332,2022-09-30,2022-10-06,8,Passive
S-00001120,337,2022-09-30,,,
S-00001121,358,2022-09-30,2022-10-06,7,Passive
S-00001122,360,2022-09-30,2022-10-13,7,Passive
S-00001123,362,2022-09-30,,,
S-00001124,372,2022-09-30,,,
S-00001125,376,2022-09-30,2022-10-08,8,Passive
S-00001126,388,2022-09-30,2022-10-11,9,Promoter
S-00001127,389,2022-09-30,2022-10-03,7,Passive
S-00001128,406,2022-09-30,2022-09-30,10,Promoter
S-00001129,413,2022-09-30,2022-10-14,7,Passive
S-00001130,428,2022-09-30,,,
S-00001131,455,2022-09-30,2022-10-10,9,Promoter
S-00001132,457,2022-09-30,2022-10-08,10,Promoter
S-00001133,458,2022-09-30,2022-10-14,7,Passive
S-00001134,464,2022-09-30,2022-10-02,8,Passive
S-00001135,472,2022-09-30,2022-10-01,8,Passive
S-00001136,495,2022-09-30,,,
S-00001137,496,2022-09-30,,,
S-00001138,501,2022-09-30,,,
S-00001139,502,2022-09-30,,,
S-00001140,513,2022-09-30,2022-10-11,8,Passive
S-00001141,518,2022-09-30,,,
S-00001142,520,2022-09-30,,,
S-00001143,525,2022-09-30,2022-09-30,7,Passive
S-00001144,529,2022-09-30,2022-10-05,5,Detractor
S-00001145,530,2022-09-30,,,
S-00001146,536,2022-09-30,2022-10-02,8,Passive
S-00001147,547,2022-09-30,2022-10-13,10,Promoter
S-00001148,548,2022-09-30,,,
S-00001149,549,2022-09-30,,,
S-00001150,555,2022-09-30,,,
S-00001151,557,2022-09-30,,,
S-00001152,564,2022-09-30,2022-10-07,3,Detractor
S-00001153,566,2022-09-30,2022-10-01,10,Promoter
S-00001154,567,2022-09-30,2022-10-06,10,Promoter
S-00001155,570,2022-09-30,2022-10-07,2,Detractor
S-00001156,571,2022-09-30,,,
S-00001157,574,2022-09-30,2022-10-13,5,Detractor
S-00001158,577,2022-09-30,2022-10-06,0,Detractor
S-00001159,588,2022-09-30,2022-10-11,9,Promoter
S-00001160,596,2022-09-30,2022-10-13,8,Passive
S-00001161,601,2022-09-30,,,
S-00001162,609,2022-09-30,2022-09-30,9,Promoter
S-00001163,610,2022-09-30,2022-10-11,8,Passive
S-00001164,614,2022-09-30,,,
S-00001165,619,2022-09-30,,,
S-00001166,628,2022-09-30,2022-10-13,5,Detractor
S-00001167,629,2022-09-30,,,
S-00001168,631,2022-09-30,2022-10-12,10,Promoter
S-00001169,639,2022-09-30,2022-10-04,9,Promoter
S-00001170,643,2022-09-30,,,
S-00001171,645,2022-09-30,2022-10-03,7,Passive
S-00001172,654,2022-09-30,2022-10-12,7,Passive
S-00001173,659,2022-09-30,,,
S-00001174,665,2022-09-30,,,
S-00001175,668,2022-09-30,2022-10-12,10,Promoter
S-00001176,674,2022-09-30,,,
S-00001177,676,2022-09-30,,,
S-00001178,682,2022-09-30,,,
