invoice_id,customer_id,store_id,order_date,ship_date,due_date,subtotal,discount_total,tax_amount,freight,grand_total,vat_rate,currency,payment_method,promotion_id,is_return,reference_invoice_id,n_lines
17-20240802-000049,17,105,2024-08-02,2024-08-04,2024-09-03,90.0,0.0,7.87,0.0,97.87,0.0875,USD,Card,,0,,1
17-20240918-000050,17,104,2024-09-18,2024-09-20,2024-10-20,60.0,5.23,4.79,0.0,59.56,0.0875,USD,ApplePay,P-US-20240912-BACKT,0,,1
17-20241118-000051,17,102,2024-11-18,2024-11-18,2024-12-18,140.5,0.0,12.29,0.0,152.79,0.0875,USD,COD,,0,,2
17-20241124-000052,17,105,2024-11-24,2024-11-25,2024-12-25,21.0,6.3,1.29,5.0,20.99,0.0875,USD,Transfer,P-US-20241123-BLACK,0,,1
17-20250304-000053,17,108,2025-03-04,2025-03-05,2025-04-04,330.0,0.0,28.87,0.0,358.87,0.0875,USD,Cash,,0,,2
17-20250314-R000053,17,108,2025-03-14,2025-03-14,2025-03-14,-330.0,0.0,-28.87,-0.0,-358.87,0.0875,USD,Cash,,1,17-20250304-000053,2
17-20250326-000054,17,106,2025-03-26,2025-03-28,2025-04-27,30.5,0.0,2.67,5.0,38.17,0.0875,USD,Card,,0,,1
17-20250505-000055,17,102,2025-05-05,2025-05-07,2025-06-06,81.5,0.0,7.13,0.0,88.63,0.0875,USD,Card,,0,,1
17-20250513-000056,17,103,2025-05-13,2025-05-14,2025-06-13,207.5,0.0,18.16,0.0,225.66,0.0875,USD,Card,,0,,3
17-20251128-000057,17,102,2025-11-28,2025-11-30,2025-12-30,253.5,76.05,15.53,0.0,192.98,0.0875,USD,Card,P-US-20251123-BLACK,0,,1
17-20251223-000058,17,102,2025-12-23,2025-12-26,2026-01-25,210.0,0.0,18.38,0.0,228.38,0.0875,USD,Card,,0,,2
18-20160529-000001,18,105,2016-05-29,2016-05-30,2016-06-29,745.0,0.0,65.19,0.0,810.19,0.0875,USD,Cash,,0,,2
18-20161120-000002,18,102,2016-11-20,2016-11-23,2016-12-23,190.5,0.0,16.67,0.0,207.17,0.0875,USD,Card,,0,,1
19-20160314-000001,19,102,2016-03-14,2016-03-17,2016-04-16,743.0,102.9,56.01,0.0,696.11,0.0875,USD,Card,P-US-20160305-SPRING,0,,2
19-20160521-000002,19,103,2016-05-21,2016-05-24,2016-06-23,20.5,0.0,1.79,5.0,27.29,0.0875,USD,PayPal,,0,,1
19-20160617-000003,19,105,2016-06-17,2016-06-17,2016-07-17,729.5,143.93,51.24,0.0,636.81,0.0875,USD,Card,P-US-20160616-SUMMER,0,,1
19-20160909-000004,19,105,2016-09-09,2016-09-11,2016-10-11,49.5,0.0,4.33,5.0,58.83,0.0875,USD,Card,,0,,1
19-20161103-000005,19,105,2016-11-03,2016-11-05,2016-12-05,623.0,0.0,54.51,0.0,677.51,0.0875,USD,Card,,0,,2
19-20161206-000006,19,101,2016-12-06,2016-12-09,2017-01-08,10.5,0.0,0.92,5.0,16.42,0.0875,USD,ApplePay,,0,,1
19-20161224-000007,19,106,2016-12-24,2016-12-27,2017-01-26,32.5,0.0,2.84,5.0,40.34,0.0875,USD,ApplePay,,0,,1
19-20161226-000008,19,103,2016-12-26,2016-12-28,2017-01-27,39.0,7.8,2.73,5.0,38.93,0.0875,USD,Card,P-US-20161226-BOXING,0,,2
19-20170201-000009,19,103,2017-02-01,2017-02-02,2017-03-04,152.0,0.0,13.3,0.0,165.3,0.0875,USD,PayPal,,0,,2
19-20170303-000010,19,106,2017-03-03,2017-03-05,2017-04-04,20.0,0.0,1.75,5.0,26.75,0.0875,USD,ApplePay,,0,,1
19-20170310-000011,19,105,2017-03-10,2017-03-11,2017-04-10,2419.5,0.0,211.71,0.0,2631.21,0.0875,USD,Card,,0,,2
19-20170328-000012,19,105,2017-03-28,2017-03-29,2017-04-28,64.5,0.0,5.64,0.0,70.14,0.0875,USD,Cash,,0,,1
19-20170330-000013,19,107,2017-03-30,2017-04-01,2017-05-01,65.5,0.0,5.73,0.0,71.23,0.0875,USD,Card,,0,,1
19-20170420-000014,19,106,2017-04-20,2017-04-23,2017-05-23,15.0,0.0,1.31,5.0,21.31,0.0875,USD,Card,,0,,1
19-20170425-000015,19,105,2017-04-25,2017-04-26,2017-05-26,84.0,0.0,7.35,0.0,91.35,0.0875,USD,Card,,0,,2
19-20170502-000016,19,104,2017-05-02,2017-05-05,2017-06-04,38.0,0.0,3.32,5.0,46.32,0.0875,USD,PayPal,,0,,2
19-20170518-000017,19,105,2017-05-18,2017-05-19,2017-06-18,90.0,0.0,7.87,0.0,97.87,0.0875,USD,Transfer,,0,,2
19-20170531-000018,19,102,2017-05-31,2017-06-03,2017-07-03,20.5,0.0,1.79,5.0,27.29,0.0875,USD,Card,,0,,2
19-20170613-000019,19,106,2017-06-13,2017-06-13,2017-07-13,771.0,175.4,52.12,0.0,647.72,0.0875,USD,Card,P-US-20170608-SUMMER,0,,2
19-20170720-000020,19,107,2017-07-20,2017-07-21,2017-08-20,60.0,0.0,5.25,0.0,65.25,0.0875,USD,Card,,0,,1
19-20170901-000021,19,105,2017-09-01,2017-09-04,2017-10-04,870.5,0.0,76.17,0.0,946.67,0.0875,USD,Card,,0,,2
19-20171011-000022,19,103,2017-10-11,2017-10-12,2017-11-11,10.0,0.0,0.88,5.0,15.88,0.0875,USD,Cash,,0,,1
19-20171018-000023,19,103,2017-10-18,2017-10-18,2017-11-17,98.5,0.0,8.62,0.0,107.12,0.0875,USD,PayPal,,0,,2
19-20171103-000024,19,101,2017-11-03,2017-11-03,2017-12-03,67.0,0.0,5.86,0.0,72.86,0.0875,USD,Card,,0,,2
19-20171118-000025,19,104,2017-11-18,2017-11-21,2017-12-21,102.0,0.0,8.92,0.0,110.92,0.0875,USD,Card,,0,,1
19-20171119-000026,19,108,2017-11-19,2017-11-22,2017-12-22,265.0,0.0,23.19,0.0,288.19,0.0875,USD,Card,,0,,2
19-20171124-000027,19,103,2017-11-24,2017-11-27,2017-12-27,125.0,37.5,7.66,0.0,95.16,0.0875,USD,Card,P-US-20171123-BLACK,0,,3
19-20180305-000028,19,105,2018-03-05,2018-03-05,2018-04-04,767.5,0.0,67.16,0.0,834.66,0.0875,USD,Cash,,0,,1
19-20180308-000029,19,106,2018-03-08,2018-03-08,2018-04-07,204.0,0.0,17.85,0.0,221.85,0.0875,USD,Cash,,0,,2
19-20180316-000030,19,107,2018-03-16,2018-03-19,2018-04-18,17.5,0.0,1.53,5.0,24.03,0.0875,USD,Card,,0,,1
19-20180423-000031,19,103,2018-04-23,2018-04-24,2018-05-24,67.5,0.0,5.91,0.0,73.41,0.0875,USD,ApplePay,,0,,1
19-20180509-000032,19,102,2018-05-09,2018-05-11,2018-06-10,66.5,0.0,5.82,0.0,72.32,0.0875,USD,Card,,0,,1
19-20180627-000033,19,108,2018-06-27,2018-06-29,2018-07-29,116.0,0.0,10.15,0.0,126.15,0.0875,USD,Card,,0,,2
19-20180903-000034,19,104,2018-09-03,2018-09-04,2018-10-04,149.0,0.0,13.04,0.0,162.04,0.0875,USD,Card,,0,,1
19-20180914-000035,19,104,2018-09-14,2018-09-16,2018-10-16,68.0,0.0,5.95,0.0,73.95,0.0875,USD,Transfer,,0,,3
19-20181009-000036,19,107,2018-10-09,2018-10-10,2018-11-09,522.5,0.0,45.72,0.0,568.22,0.0875,USD,COD,,0,,4
19-20181025-000037,19,103,2018-10-25,2018-10-27,2018-11-26,16.5,0.0,1.44,5.0,22.94,0.0875,USD,PayPal,,0,,1
19-20181027-000038,19,106,2018-10-27,2018-10-28,2018-11-27,122.5,0.0,10.72,0.0,133.22,0.0875,USD,Card,,0,,3
19-20181028-000039,19,101,2018-10-28,2018-10-31,2018-11-30,67.5,0.0,5.91,0.0,73.41,0.0875,USD,Cash,,0,,1
19-20181106-000040,19,107,2018-11-06,2018-11-08,2018-12-08,586.0,0.0,51.27,0.0,637.27,0.0875,USD,PayPal,,0,,1
19-20181209-000041,19,101,2018-12-09,2018-12-11,2019-01-10,101.0,0.0,8.84,0.0,109.84,0.0875,USD,Cash,,0,,2
19-20181228-000042,19,106,2018-12-28,2018-12-31,2019-01-30,81.0,16.2,5.67,0.0,70.47,0.0875,USD,Card,P-US-20181226-BOXING,0,,2
19-20190110-000043,19,101,2019-01-10,2019-01-10,2019-02-09,10.5,0.0,0.92,5.0,16.42,0.0875,USD,Card,,0,,1
19-20190202-000044,19,108,2019-02-02,2019-02-05,2019-03-07,658.0,0.0,57.57,0.0,715.57,0.0875,USD,Cash,,0,,2
19-20190225-000045,19,104,2019-02-25,2019-02-27,2019-03-29,139.5,0.0,12.21,0.0,151.71,0.0875,USD,Card,,0,,3
19-20190415-000046,19,108,2019-04-15,2019-04-17,2019-05-17,101.5,0.0,8.88,0.0,110.38,0.0875,USD,Card,,0,,2
19-20190609-000047,19,106,2019-06-09,2019-06-10,2019-07-10,29.0,0.0,2.54,5.0,36.54,0.0875,USD,Card,,0,,2
19-20190825-000048,19,102,2019-08-25,2019-08-28,2019-09-27,11.5,0.0,1.01,5.0,17.51,0.0875,USD,Card,,0,,1
19-20190826-000049,19,107,2019-08-26,2019-08-29,2019-09-28,140.0,0.0,12.25,0.0,152.25,0.0875,USD,Cash,,0,,1
19-20190903-000050,19,101,2019-09-03,2019-09-04,2019-10-04,103.0,0.0,9.01,0.0,112.01,0.0875,USD,Cash,,0,,2
19-20190919-000051,19,103,2019-09-19,2019-09-22,2019-10-22,35.5,3.38,2.81,5.0,39.93,0.0875,USD,Cash,P-US-20190910-BACKT,0,,1
19-20191003-000052,19,105,2019-10-03,2019-10-04,2019-11-03,11.5,0.0,1.01,5.0,17.51,0.0875,USD,Cash,,0,,1
19-20191008-000053,19,101,2019-10-08,2019-10-10,2019-11-09,860.5,0.0,75.29,0.0,935.79,0.0875,USD,PayPal,,0,,3
19-20191214-000054,19,101,2019-12-14,2019-12-15,2020-01-14,35.5,0.0,3.11,5.0,43.61,0.0875,USD,Card,,0,,1
19-20191217-000055,19,104,2019-12-17,2019-12-19,2020-01-18,42.5,0.0,3.72,5.0,51.22,0.0875,USD,ApplePay,,0,,2
19-20191222-000056,19,106,2019-12-22,2019-12-23,2020-01-22,184.5,0.0,16.14,0.0,200.64,0.0875,USD,Cash,,0,,2
19-20200101-000057,19,106,2020-01-01,2020-01-02,2020-02-01,97.0,0.0,8.49,0.0,105.49,0.0875,USD,PayPal,,0,,3
19-20200217-000058,19,102,2020-02-17,2020-02-17,2020-03-18,83.0,0.0,7.26,0.0,90.26,0.0875,USD,Card,,0,,2
19-20200316-000059,19,101,2020-03-16,2020-03-17,2020-04-16,909.5,12.32,78.5,0.0,975.68,0.0875,USD,Transfer,P-US-20200313-SPRING,0,,3
19-20200408-000060,19,101,2020-04-08,2020-04-10,2020-05-10,40.5,0.0,3.54,5.0,49.04,0.0875,USD,ApplePay,,0,,2
19-20200601-000061,19,107,2020-06-01,2020-06-02,2020-07-02,16.5,0.0,1.44,5.0,22.94,0.0875,USD,Card,,0,,1
19-20200628-000062,19,101,2020-06-28,2020-06-28,2020-07-28,869.0,172.07,60.98,0.0,757.91,0.0875,USD,Card,P-US-20200614-SUMMER,0,,3
19-20200722-000063,19,105,2020-07-22,2020-07-22,2020-08-21,981.5,0.0,85.88,0.0,1067.38,0.0875,USD,COD,,0,,2
19-20200804-000064,19,103,2020-08-04,2020-08-04,2020-09-03,468.5,0.0,40.99,0.0,509.49,0.0875,USD,Card,,0,,2
19-20201006-000065,19,105,2020-10-06,2020-10-08,2020-11-07,214.5,0.0,18.77,0.0,233.27,0.0875,USD,Card,,0,,1
19-20201019-000066,19,108,2020-10-19,2020-10-21,2020-11-20,71.5,0.0,6.26,0.0,77.76,0.0875,USD,Card,,0,,1
19-20201021-000067,19,104,2020-10-21,2020-10-23,2020-11-22,34.5,0.0,3.02,5.0,42.52,0.0875,USD,Card,,0,,2
19-20201106-000068,19,101,2020-11-06,2020-11-09,2020-12-09,98.0,0.0,8.57,0.0,106.57,0.0875,USD,Transfer,,0,,2
19-20201127-000069,19,102,2020-11-27,2020-11-29,2020-12-29,334.5,100.35,20.49,0.0,254.64,0.0875,USD,ApplePay,P-US-20201123-BLACK,0,,2
19-20201128-000070,19,102,2020-11-28,2020-11-29,2020-12-29,34.0,10.2,2.08,5.0,30.88,0.0875,USD,Cash,P-US-20201123-BLACK,0,,1
19-20201212-000071,19,104,2020-12-12,2020-12-13,2021-01-12,37.0,0.0,3.24,5.0,45.24,0.0875,USD,Card,,0,,1
19-20201213-000072,19,104,2020-12-13,2020-12-15,2021-01-14,1086.0,0.0,95.02,0.0,1181.02,0.0875,USD,Card,,0,,3
19-20201222-000073,19,105,2020-12-22,2020-12-25,2021-01-24,990.5,0.0,86.67,0.0,1077.17,0.0875,USD,Card,,0,,3
19-20201227-000074,19,105,2020-12-27,2020-12-27,2021-01-26,17.0,3.4,1.19,5.0,19.79,0.0875,USD,Cash,P-US-20201226-BOXING,0,,1
19-20210101-000075,19,108,2021-01-01,2021-01-01,2021-01-31,149.5,0.0,13.08,0.0,162.58,0.0875,USD,Card,,0,,2
19-20210113-000076,19,101,2021-01-13,2021-01-15,2021-02-14,127.0,0.0,11.11,0.0,138.11,0.0875,USD,PayPal,,0,,2
19-20210211-000077,19,106,2021-02-11,2021-02-11,2021-03-13,394.5,0.0,34.52,0.0,429.02,0.0875,USD,COD,,0,,2
19-20210306-000078,19,104,2021-03-06,2021-03-06,2021-04-05,152.5,0.0,13.34,0.0,165.84,0.0875,USD,Card,,0,,2
19-20210314-000079,19,107,2021-03-14,2021-03-17,2021-04-16,36.0,0.0,3.15,5.0,44.15,0.0875,USD,Card,,0,,1
19-20210418-000080,19,106,2021-04-18,2021-04-21,2021-05-21,283.0,0.0,24.76,0.0,307.76,0.0875,USD,Card,,0,,4
19-20210506-000081,19,108,2021-05-06,2021-05-09,2021-06-08,96.0,0.0,8.4,0.0,104.4,0.0875,USD,Card,,0,,1
19-20210510-000082,19,102,2021-05-10,2021-05-11,2021-06-10,27.0,0.0,2.36,5.0,34.36,0.0875,USD,ApplePay,,0,,1
19-20210622-000083,19,107,2021-06-22,2021-06-24,2021-07-24,19.0,3.67,1.34,5.0,21.67,0.0875,USD,Card,P-US-20210612-SUMMER,0,,1
19-20210623-000084,19,108,2021-06-23,2021-06-26,2021-07-26,73.0,14.12,5.15,0.0,64.03,0.0875,USD,Card,P-US-20210612-SUMMER,0,,1
19-20210625-R000084,19,108,2021-06-25,2021-06-25,2021-06-25,-73.0,-14.12,-5.15,-0.0,-64.03,0.0875,USD,Card,P-US-20210612-SUMMER,1,19-20210623-000084,1
19-20210714-000085,19,101,2021-07-14,2021-07-16,2021-08-15,38.0,0.0,3.32,5.0,46.32,0.0875,USD,Card,,0,,1
19-20210728-000086,19,106,2021-07-28,2021-07-30,2021-08-29,57.0,0.0,4.99,0.0,61.99,0.0875,USD,Cash,,0,,1
19-20210805-000087,19,103,2021-08-05,2021-08-07,2021-09-06,39.0,0.0,3.41,5.0,47.41,0.0875,USD,Card,,0,,1
19-20210820-000088,19,106,2021-08-20,2021-08-20,2021-09-19,27.5,0.0,2.41,5.0,34.91,0.0875,USD,Card,,0,,1
19-20211206-000089,19,107,2021-12-06,2021-12-09,2022-01-08,58.5,0.0,5.12,0.0,63.62,0.0875,USD,ApplePay,,0,,2
19-20211222-000090,19,102,2021-12-22,2021-12-22,2022-01-21,36.0,0.0,3.15,5.0,44.15,0.0875,USD,PayPal,,0,,1
19-20211226-000091,19,107,2021-12-26,2021-12-27,2022-01-26,18.0,3.6,1.26,5.0,20.66,0.0875,USD,Card,P-US-20211226-BOXING,0,,1
19-20220226-000092,19,101,2022-02-26,2022-03-01,2022-03-31,374.0,0.0,32.73,0.0,406.73,0.0875,USD,ApplePay,,0,,2
19-20220318-000093,19,106,2022-03-18,2022-03-21,2022-04-20,178.5,25.88,13.35,0.0,165.97,0.0875,USD,ApplePay,P-US-20220314-SPRING,0,,3
19-20220402-000094,19,105,2022-04-02,2022-04-05,2022-05-05,176.0,0.0,15.4,0.0,191.4,0.0875,USD,Card,,0,,2
19-20220407-000095,19,102,2022-04-07,2022-04-09,2022-05-09,249.0,0.0,21.79,0.0,270.79,0.0875,USD,Transfer,,0,,1
19-20220427-000096,19,106,2022-04-27,2022-04-29,2022-05-29,19.5,0.0,1.71,5.0,26.21,0.0875,USD,Card,,0,,1
19-20220515-000097,19,108,2022-05-15,2022-05-18,2022-06-17,182.5,0.0,15.97,0.0,198.47,0.0875,USD,Cash,,0,,2
19-20220604-000098,19,108,2022-06-04,2022-06-05,2022-07-05,56.0,0.0,4.9,0.0,60.9,0.0875,USD,Cash,,0,,1
19-20220619-000099,19,103,2022-06-19,2022-06-19,2022-07-19,37.5,0.0,3.28,5.0,45.78,0.0875,USD,Card,,0,,1
19-20220629-000100,19,101,2022-06-29,2022-06-29,2022-07-29,256.0,0.0,22.4,0.0,278.4,0.0875,USD,Card,,0,,4
19-20220708-000101,19,101,2022-07-08,2022-07-10,2022-08-09,918.0,0.0,80.32,0.0,998.32,0.0875,USD,Card,,0,,3
19-20220818-000102,19,105,2022-08-18,2022-08-19,2022-09-18,96.5,0.0,8.44,0.0,104.94,0.0875,USD,PayPal,,0,,2
19-20221025-000103,19,104,2022-10-25,2022-10-25,2022-11-24,534.0,0.0,46.72,0.0,580.72,0.0875,USD,Cash,,0,,3
19-20221103-000104,19,106,2022-11-03,2022-11-06,2022-12-06,85.5,0.0,7.48,0.0,92.98,0.0875,USD,Card,,0,,1
19-20221105-000105,19,104,2022-11-05,2022-11-06,2022-12-06,1032.0,0.0,90.3,0.0,1122.3,0.0875,USD,Card,,0,,4
19-20221120-000106,19,104,2022-11-20,2022-11-22,2022-12-22,144.5,0.0,12.64,0.0,157.14,0.0875,USD,ApplePay,,0,,3
19-20221125-000107,19,103,2022-11-25,2022-11-25,2022-12-25,150.5,45.15,9.22,0.0,114.57,0.0875,USD,Card,P-US-20221123-BLACK,0,,3
19-20221207-000108,19,107,2022-12-07,2022-12-09,2023-01-08,40.0,0.0,3.5,5.0,48.5,0.0875,USD,Cash,,0,,1
19-20221222-000109,19,103,2022-12-22,2022-12-24,2023-01-23,28.5,0.0,2.49,5.0,35.99,0.0875,USD,Card,,0,,1
19-20221228-000110,19,106,2022-12-28,2022-12-31,2023-01-30,32.5,6.5,2.27,5.0,33.27,0.0875,USD,Card,P-US-20221226-BOXING,0,,2
19-20221230-000111,19,108,2022-12-30,2023-01-02,2023-02-01,28.5,5.7,1.99,5.0,29.79,0.0875,USD,Card,P-US-20221226-BOXING,0,,1
19-20221231-000112,19,106,2022-12-31,2022-12-31,2023-01-30,970.5,194.1,67.93,0.0,844.33,0.0875,USD,Card,P-US-20221226-BOXING,0,,3
19-20230115-000113,19,102,2023-01-15,2023-01-17,2023-02-16,226.5,64.28,14.19,0.0,176.41,0.0875,USD,COD,P-US-20230113-ENDOF,0,,2
19-20230306-000114,19,107,2023-03-06,2023-03-09,2023-04-08,159.5,0.0,13.96,0.0,173.46,0.0875,USD,Cash,,0,,4
19-20230323-000115,19,107,2023-03-23,2023-03-25,2023-04-24,68.0,11.33,4.96,0.0,61.63,0.0875,USD,Cash,P-US-20230321-SPRING,0,,2
19-20230503-000116,19,101,2023-05-03,2023-05-04,2023-06-03,157.0,0.0,13.74,0.0,170.74,0.0875,USD,Card,,0,,1
19-20230526-000117,19,101,2023-05-26,2023-05-28,2023-06-27,79.0,0.0,6.91,0.0,85.91,0.0875,USD,Card,,0,,3
19-20230701-000118,19,101,2023-07-01,2023-07-03,2023-08-02,116.5,0.0,10.19,0.0,126.69,0.0875,USD,Card,,0,,2
19-20230705-000119,19,107,2023-07-05,2023-07-06,2023-08-05,134.0,0.0,11.72,0.0,145.72,0.0875,USD,PayPal,,0,,3
19-20230815-000120,19,108,2023-08-15,2023-08-16,2023-09-15,1071.0,0.0,93.71,0.0,1164.71,0.0875,USD,Cash,,0,,3
19-20230915-000121,19,103,2023-09-15,2023-09-15,2023-10-15,12.0,1.14,0.95,5.0,16.81,0.0875,USD,Cash,P-US-20230907-BACKT,0,,1
19-20231015-000122,19,104,2023-10-15,2023-10-15,2023-11-14,184.0,0.0,16.1,0.0,200.1,0.0875,USD,Card,,0,,2
19-20231023-000123,19,105,2023-10-23,2023-10-26,2023-11-25,37.0,0.0,3.24,5.0,45.24,0.0875,USD,Card,,0,,2
19-20231031-000124,19,106,2023-10-31,2023-11-02,2023-12-02,38.0,0.0,3.32,5.0,46.32,0.0875,USD,PayPal,,0,,1
19-20231110-000125,19,103,2023-11-10,2023-11-12,2023-12-12,12.5,0.0,1.09,5.0,18.59,0.0875,USD,PayPal,,0,,1
19-20231116-000126,19,104,2023-11-16,2023-11-16,2023-12-16,52.5,0.0,4.59,0.0,57.09,0.0875,USD,Card,,0,,2
19-20231118-000127,19,108,2023-11-18,2023-11-19,2023-12-19,72.0,0.0,6.3,0.0,78.3,0.0875,USD,Transfer,,0,,1
19-20231206-000128,19,106,2023-12-06,2023-12-09,2024-01-08,340.5,0.0,29.79,0.0,370.29,0.0875,USD,Card,,0,,1
19-20240104-000129,19,106,2024-01-04,2024-01-07,2024-02-06,240.0,0.0,21.0,0.0,261.0,0.0875,USD,Cash,,0,,1
19-20240126-000130,19,102,2024-01-26,2024-01-27,2024-02-26,636.0,136.62,43.7,0.0,543.08,0.0875,USD,Card,P-US-20240121-ENDOF,0,,3
19-20240211-000131,19,104,2024-02-11,2024-02-14,2024-03-15,65.0,0.0,5.69,0.0,70.69,0.0875,USD,Card,,0,,2
19-20240216-000132,19,104,2024-02-16,2024-02-16,2024-03-17,771.0,0.0,67.46,0.0,838.46,0.0875,USD,ApplePay,,0,,2
19-20240225-000133,19,103,2024-02-25,2024-02-25,2024-03-26,1078.0,0.0,94.32,0.0,1172.32,0.0875,USD,ApplePay,,0,,2
19-20240402-000134,19,106,2024-04-02,2024-04-02,2024-05-02,104.0,0.0,9.1,0.0,113.1,0.0875,USD,Card,,0,,1
19-20240415-000135,19,106,2024-04-15,2024-04-17,2024-05-17,939.0,0.0,82.16,0.0,1021.16,0.0875,USD,Card,,0,,2
19-20240602-000136,19,102,2024-06-02,2024-06-04,2024-07-04,30.0,0.0,2.62,5.0,37.62,0.0875,USD,Cash,,0,,1
19-20240607-000137,19,108,2024-06-07,2024-06-07,2024-07-07,26.0,0.0,2.27,5.0,33.27,0.0875,USD,Card,,0,,1
19-20240617-000138,19,107,2024-06-17,2024-06-20,2024-07-20,150.0,0.0,13.12,0.0,163.12,0.0875,USD,Card,,0,,2
19-20240626-000139,19,101,2024-06-26,2024-06-28,2024-07-28,2326.5,0.0,203.57,0.0,2530.07,0.0875,USD,Card,,0,,4
19-20240630-000140,19,106,2024-06-30,2024-06-30,2024-07-30,74.0,0.0,6.47,0.0,80.47,0.0875,USD,Card,,0,,1
19-20240707-000141,19,102,2024-07-07,2024-07-10,2024-08-09,26.0,0.0,2.27,5.0,33.27,0.0875,USD,Card,,0,,1
19-20240724-000142,19,101,2024-07-24,2024-07-24,2024-08-23,1225.0,0.0,107.19,0.0,1332.19,0.0875,USD,Cash,,0,,3
19-20241001-000143,19,104,2024-10-01,2024-10-02,2024-11-01,80.5,0.0,7.04,0.0,87.54,0.0875,USD,Card,,0,,1
19-20241022-000144,19,101,2024-10-22,2024-10-25,2024-11-24,119.5,0.0,10.46,0.0,129.96,0.0875,USD,Card,,0,,2
19-20241110-000145,19,108,2024-11-10,2024-11-11,2024-12-11,429.5,0.0,37.58,0.0,467.08,0.0875,USD,Card,,0,,2
19-20241115-000146,19,102,2024-11-15,2024-11-17,2024-12-17,25.0,0.0,2.19,5.0,32.19,0.0875,USD,Card,,0,,1
19-20241128-000147,19,106,2024-11-28,2024-11-30,2024-12-30,135.0,40.5,8.27,0.0,102.77,0.0875,USD,Card,P-US-20241123-BLACK,0,,3
19-20241129-000148,19,104,2024-11-29,2024-11-30,2024-12-30,19.0,5.7,1.16,5.0,19.46,0.0875,USD,Cash,P-US-20241123-BLACK,0,,1
19-20241226-000149,19,104,2024-12-26,2024-12-29,2025-01-28,43.0,8.6,3.01,5.0,42.41,0.0875,USD,ApplePay,P-US-20241226-BOXING,0,,1
19-20241231-000150,19,104,2024-12-31,2025-01-01,2025-01-31,33.0,6.6,2.31,5.0,33.71,0.0875,USD,COD,P-US-20241226-BOXING,0,,2
19-20250117-000151,19,104,2025-01-17,2025-01-17,2025-02-16,81.0,20.89,5.26,0.0,65.37,0.0875,USD,Cash,P-US-20250109-ENDOF,0,,2
19-20250120-000152,19,103,2025-01-20,2025-01-22,2025-02-21,93.5,0.0,8.18,0.0,101.68,0.0875,USD,Card,,0,,2
19-20250212-000153,19,104,2025-02-12,2025-02-14,2025-03-16,360.0,0.0,31.5,0.0,391.5,0.0875,USD,Card,,0,,3
19-20250406-000154,19,105,2025-04-06,2025-04-06,2025-05-06,81.5,0.0,7.13,0.0,88.63,0.0875,USD,COD,,0,,2
19-20250513-000155,19,104,2025-05-13,2025-05-15,2025-06-14,218.0,0.0,19.07,0.0,237.07,0.0875,USD,Card,,0,,2
19-20250520-000156,19,104,2025-05-20,2025-05-20,2025-06-19,209.0,0.0,18.29,0.0,227.29,0.0875,USD,Cash,,0,,2
19-20250611-000157,19,106,2025-06-11,2025-06-12,2025-07-12,209.5,41.57,14.69,0.0,182.62,0.0875,USD,Card,P-US-20250605-SUMMER,0,,2
19-20250621-000158,19,106,2025-06-21,2025-06-22,2025-07-22,21.5,0.0,1.88,5.0,28.38,0.0875,USD,ApplePay,,0,,1
19-20251005-000159,19,104,2025-10-05,2025-10-07,2025-11-06,66.0,0.0,5.77,0.0,71.77,0.0875,USD,Card,,0,,1
19-20251007-000160,19,104,2025-10-07,2025-10-10,2025-11-09,719.0,0.0,62.91,0.0,781.91,0.0875,USD,Cash,,0,,1
19-20251023-000161,19,102,2025-10-23,2025-10-26,2025-11-25,133.5,0.0,11.68,0.0,145.18,0.0875,USD,Card,,0,,3
19-20251031-000162,19,108,2025-10-31,2025-11-01,2025-12-01,140.0,0.0,12.25,0.0,152.25,0.0875,USD,Cash,,0,,2
19-20251101-000163,19,104,2025-11-01,2025-11-03,2025-12-03,997.5,0.0,87.28,0.0,1084.78,0.0875,USD,Card,,0,,2
19-20251103-000164,19,103,2025-11-03,2025-11-03,2025-12-03,151.0,0.0,13.21,0.0,164.21,0.0875,USD,Card,,0,,2
19-20251111-R000164,19,103,2025-11-11,2025-11-11,2025-11-11,-151.0,0.0,-13.21,-0.0,-164.21,0.0875,USD,Card,,1,19-20251103-000164,2
20-20160624-000001,20,105,2016-06-24,2016-06-24,2016-07-24,369.5,39.85,28.84,0.0,358.49,0.0875,USD,Cash,P-US-20160616-SUMMER,0,,4
20-20160724-R000001,20,105,2016-07-24,2016-07-24,2016-07-24,-275.0,-39.85,-20.58,-0.0,-255.73,0.0875,USD,Cash,P-US-20160616-SUMMER,1,20-20160624-000001,3
20-20160904-000002,20,108,2016-09-04,2016-09-04,2016-10-04,307.0,0.0,26.86,0.0,333.86,0.0875,USD,COD,,0,,3
20-20161030-000003,20,107,2016-10-30,2016-11-02,2016-12-02,55.0,0.0,4.81,0.0,59.81,0.0875,USD,COD,,0,,1
20-20161102-000004,20,106,2016-11-02,2016-11-03,2016-12-03,56.5,0.0,4.94,0.0,61.44,0.0875,USD,Cash,,0,,1
20-20161108-000005,20,104,2016-11-08,2016-11-11,2016-12-11,34.0,0.0,2.97,5.0,41.97,0.0875,USD,Transfer,,0,,2
20-20161126-000006,20,102,2016-11-26,2016-11-26,2016-12-26,21.5,6.45,1.32,5.0,21.37,0.0875,USD,Card,P-US-20161123-BLACK,0,,1
